"","NCES District ID","State District ID","nces_original_name","county","City","state","student","name"
"2969","2932250","MO-031117","WINSTON R-VI","Daviess County","WINSTON","MO",161,"winston r-vi"
"2970","1602060","ID-011","MEADOWS VALLEY DISTRICT","Adams County","NEW MEADOWS","ID",160,"meadows valley district"
"2971","5501530","WI-0616","North Lakeland School District","Vilas County","Manitowish Waters","WI",160,"north lakeland school district"
"2972","2913440","MO-040103","PLEASANT VIEW R-VI","Grundy County","TRENTON","MO",160,"pleasant view r-vi"
"2973","5900143","BI-D01A05","Takini School","Ziebach County","Howes","SD",160,"takini school"
"2974","5009330","VT-T248","Winhall School District","Bennington County","Sunderland","VT",160,"winhall school district"
"2975","5309990","WA-14117","Wishkah Valley School District","Grays Harbor County","Aberdeen","WA",160,"wishkah valley school district"
"2976","5505370","WI-2142","Gilmanton School District","Buffalo County","Gilmanton","WI",159,"gilmanton school district"
"2977","3602310","NY-630918080000","GLENS FALLS COMMON SCHOOL DISTRICT","Warren County","GLENS FALLS","NY",159,"glens falls common school district"
"2978","5303300","WA-06103","Green Mountain School District","Clark County","WOODLAND","WA",159,"green mountain school district"
"2979","4107710","OR-00000000002085","Mapleton SD 32","Lane County","Mapleton","OR",159,"mapleton sd 32"
"2980","2911760","MO-003033","FAIRFAX R-III","Atchison County","FAIRFAX","MO",158,"fairfax r-iii"
"2981","0901590","CT-0530011","Franklin School District","New London County","North Franklin","CT",158,"franklin school district"
"2982","4621400","SD-06002","Frederick Area School District 06-2","Brown County","Frederick","SD",158,"frederick area school district 06-2"
"2983","3616140","NY-150601040000","KEENE CENTRAL SCHOOL DISTRICT","Essex County","KEENE VALLEY","NY",158,"keene central school district"
"2984","5509150","WI-3484","Mercer School District","Iron County","Mercer","WI",158,"mercer school district"
"2985","5900172","BI-D78S13","Red Water Elementary School","Leake County","Carthage","MS",158,"red water elementary school"
"2986","2931230","MO-110030","RICHWOODS R-VII","Washington County","RICHWOODS","MO",158,"richwoods r-vii"
"2987","0900003","CT-3360015","Unified School District #1","Hartford County","Wethersfield","CT",158,"unified school district #1"
"2988","3500090","NM-030","ANIMAS PUBLIC SCHOOLS","Hidalgo County","ANIMAS","NM",157,"animas public schools"
"2989","4619170","SD-56002","Doland School District 56-2","Spink County","Doland","SD",157,"doland school district 56-2"
"2990","5900033","BI-D34N24","Dzilth-Na-O-Dith-Hle Community School","San Juan County","Bloomfield","NM",157,"dzilth-na-o-dith-hle community school"
"2991","0901950","CT-0650011","Hartland School District","Hartford County","East Hartland","CT",157,"hartland school district"
"2992","2300064","ME-1011","Indian Township","Washington County","Calais","ME",157,"indian township"
"2993","5900044","BI-D34N18","Na' Neelzhiin Ji'Olta","Sandoval County","Cuba","NM",157,"na' neelzhiin ji'olta"
"2994","3400089","NJ-218503","OFFICE OF EDUCATION JUVENILE JUSTICE COMMISSION","Mercer County","TRENTON","NJ",157,"office of education juvenile justice commission"
"2995","3305970","NH-463","Rollinsford School District","Strafford County","Somersworth","NH",157,"rollinsford school district"
"2996","3023730","MT-0597","Seeley Lake Elem","Missoula County","Seeley Lake","MT",157,"seeley lake elem"
"2997","5900190","BI-D01A15","Tiospaye Topa School","Dewey County","Ridgeview","SD",157,"tiospaye topa school"
"2998","5900170","BI-D33N13","Tonalea Day School","Coconino County","Tonalea","AZ",157,"tonalea day school"
"2999","2708940","MN-010771","CHOKIO-ALBERTA PUBLIC SCHOOL DIST.","Stevens County","CHOKIO","MN",156,"chokio-alberta public school dist."
"3000","1602400","ID-302","NEZPERCE JOINT DISTRICT","Lewis County","NEZPERCE","ID",156,"nezperce joint district"
"3001","3026100","MT-0805","Thompson Falls H S","Sanders County","Thompson Falls","MT",156,"thompson falls h s"
"3002","2924690","MO-080122","PETTIS CO. R-XII","Pettis County","SEDALIA","MO",155,"pettis co. r-xii"
"3003","5308310","WA-38322","St. John School District","Whitman County","SAINT JOHN","WA",155,"st. john school district"
"3004","5900057","BI-D11P20","Yakama Nation Tribal School","Yakima County","Toppenish","WA",155,"yakama nation tribal school"
"3005","3301890","NH-053","Bethlehem School District","Grafton County","Littleton","NH",154,"bethlehem school district"
"3006","1801230","IN-3640","Medora Community School Corp","Jackson County","Medora","IN",154,"medora community school corp"
"3007","5900124","BI-D06A18","Porcupine Day School","Oglala Lakota County","Porcupine","SD",154,"porcupine day school"
"3008","0807110","CO-0230","Walsh School District No. Re-1","Baca County","WALSH","CO",154,"walsh school district no. re-1"
"3009","2003270","KS-D0212","Northern Valley","Norton County","Almena","KS",153,"northern valley"
"3010","2929910","MO-106002","TANEYVILLE R-II","Taney County","TANEYVILLE","MO",153,"taneyville r-ii"
"3011","2312980","ME-468","Trenton Public Schools","Hancock County","Mount Desert","ME",153,"trenton public schools"
"3012","3100059","NE-550605000","UNIVERSITY OF NEBRASKA HIGH SCHOOL","Lancaster County","LINCOLN","NE",153,"university of nebraska high school"
"3013","0802260","CO-1450","Arriba-Flagler Consolidated School District No. 20","Kit Carson County","FLAGLER","CO",152,"arriba-flagler consolidated school district no. 20"
"3014","0200730","AK-09","Chatham School District","Hoonah-Angoon Census Area","Angoon","AK",152,"chatham school district"
"3015","4100045","OR-00000000003476","ODE JDEP District","Marion County","Salem","OR",152,"ode jdep district"
"3016","2926040","MO-107158","RAYMONDVILLE R-VII","Texas County","RAYMONDVILLE","MO",152,"raymondville r-vii"
"3017","5007500","VT-T192","South Hero School District","Grand Isle County","South Hero","VT",152,"south hero school district"
"3018","3415570","NJ-254980","Spring Lake Borough","Monmouth County","Spring Lake","NJ",152,"spring lake borough"
"3019","2004790","KS-D0103","Cheylin","Cheyenne County","Bird City","KS",151,"cheylin"
"3020","5900154","BI-D09A03","Enemy Swim Day School","Day County","Waubay","SD",151,"enemy swim day school"
"3021","2915330","MO-007125","HUME R-VIII","Bates County","HUME","MO",151,"hume r-viii"
"3022","2916470","MO-100064","KELSO C-7","Scott County","BENTON","MO",151,"kelso c-7"
"3023","0500390","AR-6094000","ARKANSAS YOUTH SERVICES SCHOOL SYSTEM","Pulaski County","LITTLE ROCK","AR",150,"arkansas youth services school system"
"3024","2004650","KS-D0401","Chase-Raymond","Rice County","Chase","KS",150,"chase-raymond"
"3025","5900099","BI-D33N04","Dennehotso Boarding School","Apache County","Dennehotso","AZ",150,"dennehotso boarding school"
"3026","0901380","CT-0390011","Eastford School District","Windham County","Eastford","CT",150,"eastford school district"
"3027","5602670","WY-0702000","Fremont County School District # 2","Fremont County","Dubois","WY",150,"fremont county school district # 2"
"3028","2700129","MN-700160","MINNESOTA STATE ACADEMIES","Rice County","FARIBAULT","MN",150,"minnesota state academies"
"3029","3900001","OH-071530","Ohio School For The Deaf","Franklin County","Columbus","OH",150,"ohio school for the deaf"
"3030","0802130","CO-0580","South Conejos School District No. Re10","Conejos County","ANTONITO","CO",150,"south conejos school district no. re10"
"3031","2006510","KS-D0334","Southern Cloud","Cloud County","Miltonvale","KS",150,"southern cloud"
"3032","631230","CA-2365599","Point Arena Joint Union High","Mendocino County","Point Arena","CA",149,"point arena joint union high"
"3033","2310620","ME-626","RSU 82/MSAD 12","Somerset County","Jackman","ME",149,"rsu 82/msad 12"
"3034","5516590","WI-6440","White Lake School District","Langlade County","White Lake","WI",149,"white lake school district"
"3035","2302510","ME-9","Appleton Public Schools","Knox County","Hope","ME",148,"appleton public schools"
"3036","2711460","MN-010514","ELLSWORTH PUBLIC SCHOOL DISTRICT","Nobles County","ELLSWORTH","MN",148,"ellsworth public school district"
"3037","5900140","BI-D20M05","Jemez Day School","Sandoval County","Jemez Pueblo","NM",148,"jemez day school"
"3038","5508070","WI-3094","Linn J6 School District","Walworth County","Lake Geneva","WI",148,"linn j6 school district"
"3039","4672450","SD-33005","Tripp-Delmont School District 33-5","Hutchinson County","Tripp","SD",148,"tripp-delmont school district 33-5"
"3040","2306180","ME-208","Greenbush Public Schools","Penobscot County","Greenbush","ME",147,"greenbush public schools"
"3041","3501290","NM-039","HONDO VALLEY PUBLIC SCHOOLS","Lincoln County","HONDO","NM",147,"hondo valley public schools"
"3042","2925530","MO-027057","PRAIRIE HOME R-V","Cooper County","PRAIRIE HOME","MO",147,"prairie home r-v"
"3043","3630450","NY-200901040000","WELLS CENTRAL SCHOOL DISTRICT","Hamilton County","WELLS","NY",146,"wells central school district"
"3044","0400480","AZ-4249","Aguila Elementary District (4249)","Maricopa County","AGUILA","AZ",145,"aguila elementary district (4249)"
"3045","4634440","SD-22005","Edmunds Central School District 22-5","Edmunds County","Roscoe","SD",145,"edmunds central school district 22-5"
"3046","5303360","WA-22204","Harrington School District","Lincoln County","HARRINGTON","WA",145,"harrington school district"
"3047","4700146","TN-00964","Tennessee School for the Deaf","Knox County","Knoxville","TN",145,"tennessee school for the deaf"
"3048","2905790","MO-001092","ADAIR CO. R-II","Adair County","BRASHEAR","MO",144,"adair co. r-ii"
"3049","5900038","BI-D53F14","Circle of Life Academy","Becker County","White Earth","MN",144,"circle of life academy"
"3050","5900182","BI-D36N08","Greasewood Springs Community School Inc","Navajo County","Ganado","AZ",144,"greasewood springs community school inc"
"3051","2718920","MN-010447","GRYGLA PUBLIC SCHOOL DISTRICT","Marshall County","GRYGLA","MN",144,"grygla public school district"
"3052","3304770","NH-353","Middleton School District","Carroll County","Wolfeboro Falls","NH",144,"middleton school district"
"3053","5305970","WA-38324","Oakesdale School District","Whitman County","OAKESDALE","WA",144,"oakesdale school district"
"3054","2930600","MO-032056","UNION STAR R-II","DeKalb County","UNION STAR","MO",144,"union star r-ii"
"3055","0401650","AZ-4484","Canon Elementary District (4484)","Yavapai County","Black Canyon City","AZ",143,"canon elementary district (4484)"
"3056","3303810","NH-257","Holderness School District","Grafton County","Plymouth","NH",143,"holderness school district"
"3057","3304560","NH-333","Madison School District","Carroll County","Tamworth","NH",143,"madison school district"
"3058","5000415","VT-U065","Northeast Kingdom Choice School District","Essex County","Canaan","VT",143,"northeast kingdom choice school district"
"3059","1700174","IL-13-000-0000-00","Clintn/Jeffrsn/Marin/Washngtn ROE","Jefferson County","Mount Vernon","IL",142,"clintn/jeffrsn/marin/washngtn roe"
"3060","1601740","ID-274","KOOTENAI DISTRICT","Kootenai County","HARRISON","ID",142,"kootenai district"
"3061","2011280","KS-D0496","Pawnee Heights","Pawnee County","Rozel","KS",142,"pawnee heights"
"3062","0406120","AZ-4369","Peach Springs Unified District (4369)","Mohave County","PEACH SPRINGS","AZ",142,"peach springs unified district (4369)"
"3063","5900053","BI-D78S14","Standing Pine Elementary School","Leake County","Carthage","MS",142,"standing pine elementary school"
"3064","0408640","AZ-4376","Topock Elementary District (4376)","Mohave County","TOPOCK","AZ",142,"topock elementary district (4376)"
"3065","5300324","WA-34979","Washington Military Department","Kitsap County","Bremerton","WA",142,"washington military department"
"3066","4607050","SD-52001","Bison School District 52-1","Perkins County","Bison","SD",141,"bison school district 52-1"
"3067","5303000","WA-38302","Garfield School District","Whitman County","GARFIELD","WA",141,"garfield school district"
"3068","2717460","MN-010404","LAKE BENTON PUBLIC SCHOOL DISTRICT","Lincoln County","LAKE BENTON","MN",141,"lake benton public school district"
"3069","0405220","AZ-4503","Mohawk Valley Elementary District (4503)","Yuma County","Roll","AZ",141,"mohawk valley elementary district (4503)"
"3070","3026580","MT-0520","Troy H S","Lincoln County","Troy","MT",141,"troy h s"
"3071","3028911","MT-1229","Rocky Boy H S","Hill County","Box Elder","MT",140,"rocky boy h s"
"3072","0200690","AK-43","Skagway School District","Skagway Municipality","Skagway","AK",140,"skagway school district"
"3073","2312390","ME-456","Southwest Harbor Public Schools","Hancock County","Mount Desert","ME",140,"southwest harbor public schools"
"3074","1700162","IL-01-000-0000-00","Adam/Brwn/Cass/Morgn/Pik/Sctt ROE","Adams County","Quincy","IL",139,"adam/brwn/cass/morgn/pik/sctt roe"
"3075","0900720","CT-0240011","Chaplin School District","Windham County","Chaplin","CT",139,"chaplin school district"
"3076","5900049","BI-D36N11","Hunters Point Boarding School","Apache County","St. Michaels","AZ",139,"hunters point boarding school"
"3077","2916200","MO-074195","JEFFERSON C-123","Nodaway County","CONCEPTION JCT","MO",139,"jefferson c-123"
"3078","0403860","AZ-4234","Maricopa County Regional School District (4234)","Maricopa County","PHOENIX","AZ",139,"maricopa county regional school district (4234)"
"3079","0806000","CO-2865","Revere School District","Sedgwick County","OVID","CO",139,"revere school district"
"3080","2904110","MO-049135","AVILLA R-XIII","Jasper County","AVILLA","MO",138,"avilla r-xiii"
"3081","2912870","MO-041004","GILMAN CITY R-IV","Harrison County","GILMAN CITY","MO",138,"gilman city r-iv"
"3082","3501800","NM-011","MAXWELL MUNICIPAL SCHOOLS","Colfax County","MAXWELL","NM",138,"maxwell municipal schools"
"3083","2309990","ME-389","Princeton Public Schools","Washington County","Baileyville","ME",137,"princeton public schools"
"3084","2314842","ME-2040","Limestone Public Schools","Aroostook County","Limestone","ME",136,"limestone public schools"
"3085","2006630","KS-D0292","Wheatland","Gove County","Grainfield","KS",136,"wheatland"
"3086","4678510","SD-01003","White Lake School District 01-3","Aurora County","White Lake","SD",136,"white lake school district 01-3"
"3087","3418240","NJ-055890","Woodland Township School District","Burlington County","Chatsworth","NJ",136,"woodland township school district"
"3088","2006210","KS-D0225","Fowler","Meade County","Fowler","KS",135,"fowler"
"3089","2008910","KS-D0326","Logan","Phillips County","Logan","KS",135,"logan"
"3090","3304800","NH-355","Milan School District","Coos County","Gorham","NH",135,"milan school district"
"3091","4400690","RI-22","New Shoreham","Washington County","Block Island","RI",135,"new shoreham"
"3092","5900096","BI-D10A10","Theodore Jamerson Elementary","Burleigh County","Bismarck","ND",135,"theodore jamerson elementary"
"3093","3307020","NH-563","Westmoreland School District","Cheshire County","Keene","NH",135,"westmoreland school district"
"3094","3631200","NY-170301020000","WHEELERVILLE UNION FREE SCHOOL DISTRICT","Fulton County","CAROGA LAKE","NY",135,"wheelerville union free school district"
"3095","0401160","AZ-4515","Bicentennial Union High School District (4515)","La Paz County","SALOME","AZ",134,"bicentennial union high school district (4515)"
"3096","2707450","MN-010852","CAMPBELL-TINTAH PUBLIC SCHOOL DIST.","Wilkin County","CAMPBELL","MN",134,"campbell-tintah public school dist."
"3097","2913500","MO-017121","HALE R-I","Carroll County","HALE","MO",134,"hale r-i"
"3098","3172210","NE-380011000","HYANNIS AREA SCHOOLS","Grant County","HYANNIS","NE",134,"hyannis area schools"
"3099","2916530","MO-021150","KEYTESVILLE R-III","Chariton County","KEYTESVILLE","MO",134,"keytesville r-iii"
"3100","1600138","ID-243","SALMON RIVER JOINT SCHOOL DISTRICT","Idaho County","RIGGINS","ID",134,"salmon river joint school district"
"3101","3502490","NM-010","SPRINGER MUNICIPAL SCHOOLS","Colfax County","SPRINGER","NM",134,"springer municipal schools"
"3102","2314817","ME-1629","Athens Public Schools","Somerset County","Athens","ME",133,"athens public schools"
"3103","3500330","NM-037","CARRIZOZO MUNICIPAL SCHOOLS","Lincoln County","CARRIZOZO","NM",133,"carrizozo municipal schools"
"3104","3302790","NH-153","East Kingston School District","Rockingham County","Exeter","NH",133,"east kingston school district"
"3105","5900121","BI-D65H11","First Mesa Elementary School","Navajo County","Polacca","AZ",133,"first mesa elementary school"
"3106","2300049","ME-1067","ME Sch of Science & Mathematics","Aroostook County","Limestone","ME",133,"me sch of science & mathematics"
"3107","3624420","NY-580901020000","REMSENBURG-SPEONK UNION FREE SCHOOL DISTRICT","Suffolk County","REMSENBURG","NY",133,"remsenburg-speonk union free school district"
"3108","2310680","ME-633","RSU 84/MSAD 14","Washington County","Danforth","ME",133,"rsu 84/msad 14"
"3109","2004500","KS-D0285","Cedar Vale","Chautauqua County","Cedar Vale","KS",132,"cedar vale"
"3110","2305400","ME-166","Edgecomb Public Schools","Lincoln County","Boothbay Harbor","ME",132,"edgecomb public schools"
"3111","5900029","BI-D65H13","Hopi Day School","Navajo County","Kykotsmovi","AZ",132,"hopi day school"
"3112","3000095","MT-1230","Lame Deer H S","Rosebud County","Lame Deer","MT",132,"lame deer h s"
"3113","2920370","MO-062070","MARQUAND-ZION R-VI","Madison County","MARQUAND","MO",132,"marquand-zion r-vi"
"3114","3500014","NM-093","NM SCHOOL FOR THE DEAF","Santa Fe County","SANTA FE","NM",132,"nm school for the deaf"
"3115","3400088","NJ-218502","OFFICE OF EDUCATIONAL SERVICES DEPARTMENT OF CORRECTIONS","Mercer County","TRENTON","NJ",132,"office of educational services department of corrections"
"3116","0407920","AZ-4461","Sonoita Elementary District (4461)","Santa Cruz County","ELGIN","AZ",132,"sonoita elementary district (4461)"
"3117","3027840","MT-0454","Whitehall H S","Jefferson County","Whitehall","MT",132,"whitehall h s"
"3118","2713680","MN-010402","HENDRICKS PUBLIC SCHOOL DISTRICT","Lincoln County","HENDRICKS","MN",131,"hendricks public school district"
"3119","3304080","NH-281","Kensington School District","Rockingham County","Exeter","NH",131,"kensington school district"
"3120","0200450","AK-27","Klawock City School District","Prince of Wales-Hyder Census Area","Klawock","AK",131,"klawock city school district"
"3121","623460","CA-1363172","Magnolia Union Elementary","Imperial County","Brawley","CA",131,"magnolia union elementary"
"3122","5900090","BI-D54S02","Miccosukee Indian School","Miami-Dade County","Miami","FL",131,"miccosukee indian school"
"3123","2801189","MS-2560","MS SCHS FOR THE BLIND AND DEAF","Hinds County","JACKSON","MS",131,"ms schs for the blind and deaf"
"3124","2312140","ME-434","Sedgwick Public Schools","Hancock County","Sedgwick","ME",131,"sedgwick public schools"
"3125","5300090","WA-22017","Almira School District","Lincoln County","ALMIRA","WA",130,"almira school district"
"3126","2709540","MN-010081","COMFREY PUBLIC SCHOOL DISTRICT","Brown County","COMFREY","MN",130,"comfrey public school district"
"3127","0806510","CO-1460","Hi-Plains R-23","Kit Carson County","SEIBERT","CO",130,"hi-plains r-23"
"3128","0805340","CO-3060","Lone Star School District No. 101","Washington County","OTIS","CO",130,"lone star school district no. 101"
"3129","0404860","AZ-4163","Mcnary Elementary District (4163)","Apache County","MCNARY","AZ",130,"mcnary elementary district (4163)"
"3130","3502340","NM-052","SAN JON MUNICIPAL SCHOOLS","Quay County","SAN JON","NM",130,"san jon municipal schools"
"3131","3024150","MT-0537","Sheridan Elem","Madison County","Sheridan","MT",130,"sheridan elem"
"3132","5000420","VT-U074","Southern Valley Unified School District","Windham County","Wilmington","VT",130,"southern valley unified school district"
"3133","1600570","ID-432","CAMBRIDGE JOINT DISTRICT","Washington County","CAMBRIDGE","ID",129,"cambridge joint district"
"3134","3615030","NY-610327020000","GEORGE JUNIOR REPUBLIC UNION FREE SCHOOL DISTRICT","Tompkins County","FREEVILLE","NY",129,"george junior republic union free school district"
"3135","2006990","KS-D0474","Haviland","Kiowa County","Haviland","KS",129,"haviland"
"3136","0406150","AZ-4186","Pearce Elementary District (4186)","Cochise County","PEARCE","AZ",129,"pearce elementary district (4186)"
"3137","2930300","MO-017122","TINA-AVALON R-II","Carroll County","TINA","MO",129,"tina-avalon r-ii"
"3138","3631860","NY-671002040000","WYOMING CENTRAL SCHOOL DISTRICT","Wyoming County","WYOMING","NY",129,"wyoming central school district"
"3139","5900175","BI-D65H21","Keams Canyon Elementary School","Navajo County","Keams Canyon","AZ",128,"keams canyon elementary school"
"3140","0404530","AZ-4199","Maine Consolidated School District (4199)","Coconino County","PARKS","AZ",128,"maine consolidated school district (4199)"
"3141","0408430","AZ-4255","Paloma School District (4255)","Maricopa County","GILA BEND","AZ",128,"paloma school district (4255)"
"3142","5900171","BI-D35N12","Rough Rock Community School","Apache County","Chinle","AZ",128,"rough rock community school"
"3143","4400005","RI-49","Urban Collaborative","Providence County","Providence","RI",128,"urban collaborative"
"3144","0408910","AZ-4190","Valley Union High School District (4190)","Cochise County","ELFRIDA","AZ",128,"valley union high school district (4190)"
"3145","0400022","AZ-4162","Vernon Elementary District (4162)","Apache County","VERNON","AZ",128,"vernon elementary district (4162)"
"3146","1600330","ID-234","BLISS JOINT DISTRICT","Gooding County","BLISS","ID",127,"bliss joint district"
"3147","0200300","AK-19","Hoonah City School District","Hoonah-Angoon Census Area","Hoonah","AK",127,"hoonah city school district"
"3148","2923400","MO-077104","LUTIE R-VI","Ozark County","THEODOSIA","MO",127,"lutie r-vi"
"3149","4830660","TX-039905","MIDWAY ISD","Clay County","HENRIETTA","TX",127,"midway isd"
"3150","2923040","MO-033091","OAK HILL R-I","Dent County","SALEM","MO",127,"oak hill r-i"
"3151","2923790","MO-078003","PEMISCOT CO. R-III","Pemiscot County","CARUTHERSVILLE","MO",127,"pemiscot co. r-iii"
"3152","4800252","TX-227905","TEXAS SCH FOR THE BLIND & VISUALLY IMPAIRED","Travis County","AUSTIN","TX",127,"texas sch for the blind & visually impaired"
"3153","2008700","KS-D0502","Lewis","Edwards County","Lewis","KS",126,"lewis"
"3154","3620170","NY-660806020000","MOUNT PLEASANT-BLYTHEDALE UNION FREE SCHOOL DISTRICT","Westchester County","VALHALLA","NY",126,"mount pleasant-blythedale union free school district"
"3155","5900064","BI-D53F18","Nay-Ah-Shing School","Mille Lacs County","Onamia","MN",126,"nay-ah-shing school"
"3156","5006060","VT-T141","North Bennington Incorporated School District","Bennington County","North Bennington","VT",126,"north bennington incorporated school district"
"3157","0406510","AZ-4214","Pine Strawberry Elementary District (4214)","Gila County","PINE","AZ",126,"pine strawberry elementary district (4214)"
"3158","2700058","MN-616018","MN RIVER VALLEY EDUCATION DISTRICT","Chippewa County","MONTEVIDEO","MN",125,"mn river valley education district"
"3159","3900002","OH-071548","Ohio School For The Blind","Franklin County","Columbus","OH",125,"ohio school for the blind"
"3160","2791456","MN-701000","PERPICH CENTER FOR ARTS EDUCATION","Hennepin County","GOLDEN VALLEY","MN",125,"perpich center for arts education"
"3161","0407430","AZ-4172","San Simon Unified District (4172)","Cochise County","SAN SIMON","AZ",125,"san simon unified district (4172)"
"3162","3023910","MT-0911","Shelby H S","Toole County","Shelby","MT",125,"shelby h s"
"3163","2312960","ME-466","Tremont Public Schools","Hancock County","Mount Desert","ME",125,"tremont public schools"
"3164","5300510","WA-20203","Bickleton School District","Klickitat County","BICKLETON","WA",124,"bickleton school district"
"3165","2906090","MO-058107","BUCKLIN R-II","Linn County","BUCKLIN","MO",124,"bucklin r-ii"
"3166","3007320","MT-0675","Conrad H S","Pondera County","Conrad","MT",124,"conrad h s"
"3167","3010290","MT-0751","Fairview H S","Richland County","Fairview","MT",124,"fairview h s"
"3168","1809130","IN-6455","Porter County Education Services","Porter County","Valparaiso","IN",124,"porter county education services"
"3169","2700327","MN-526083","SOUTHERN MN EDUCATION CONSORTIUM","Mower County","AUSTIN","MN",124,"southern mn education consortium"
"3170","5900168","BI-D32N10","T'iis Nazbas Community School","Apache County","Teec Nos Pos","AZ",124,"t'iis nazbas community school"
"3171","2906480","MO-042117","CALHOUN R-VIII","Henry County","CALHOUN","MO",123,"calhoun r-viii"
"3172","0401810","AZ-4395","Cedar Unified District (4395)","Navajo County","KEAMS CANYON","AZ",123,"cedar unified district (4395)"
"3173","4632430","SD-10001","Herreid School District 10-1","Campbell County","Herreid","SD",123,"herreid school district 10-1"
"3174","5900197","BI-D54J02","Noli School","Riverside County","San Jacinto","CA",123,"noli school"
"3175","1722350","IL-47-052-2710-26","Paw Paw CUSD 271","Lee County","Paw Paw","IL",123,"paw paw cusd 271"
"3176","1800105","IN-5390","Southside Sp Srvs Of Marion Co","Marion County","Indianapolis","IN",123,"southside sp srvs of marion co"
"3177","1800023","IN-9605","IN Sch for the Blind & Vis Imprd","Marion County","Indianapolis","IN",122,"in sch for the blind & vis imprd"
"3178","2307250","ME-1665","Lamoine Public Schools","Hancock County","Ellsworth","ME",122,"lamoine public schools"
"3179","5900167","BI-D34N12","Mariano Lake Community School","McKinley County","Crownpoint","NM",122,"mariano lake community school"
"3180","0802010","CO-1620","Aguilar Reorganized School District No. 6","Las Animas County","AGUILAR","CO",121,"aguilar reorganized school district no. 6"
"3181","5900052","BI-D33N02","Chilchinbeto Community School","Navajo County","Kayenta","AZ",121,"chilchinbeto community school"
"3182","1600750","ID-161","CLARK COUNTY DISTRICT","Clark County","DUBOIS","ID",121,"clark county district"
"3183","3010170","MT-0891","Fairfield H S","Teton County","Fairfield","MT",121,"fairfield h s"
"3184","2600001","MI-84020","Michigan Department of Corrections","Ingham County","Lansing","MI",121,"michigan department of corrections"
"3185","5900079","BI-D35N06","Jeehdeez'a Elementary School","Navajo County","Pinon","AZ",120,"jeehdeez'a elementary school"
"3186","5900196","BI-D51F02","Meskwaki Settlement School","Tama County","Tama","IA",120,"meskwaki settlement school"
"3187","2926580","MO-091093","RIPLEY CO. R-IV","Ripley County","DONIPHAN","MO",120,"ripley co. r-iv"
"3188","2929670","MO-019140","STRASBURG C-3","Cass County","STRASBURG","MO",120,"strasburg c-3"
"3189","2000020","KS-D0106","Western Plains","Ness County","Ransom","KS",120,"western plains"
"3190","2931890","MO-073105","WESTVIEW C-6","Newton County","NEOSHO","MO",120,"westview c-6"
"3191","2912510","MO-036123","FRANKLIN CO. R-II","Franklin County","NEW HAVEN","MO",119,"franklin co. r-ii"
"3192","2314824","ME-1735","Northport Public Schools","Waldo County","Northport","ME",119,"northport public schools"
"3193","0407630","AZ-4472","Seligman Unified District (4472)","Yavapai County","SELIGMAN","AZ",119,"seligman unified district (4472)"
"3194","5900094","BI-D32N02","Aneth Community School","San Juan County","Montezuma Creek","UT",118,"aneth community school"
"3195","0802460","CO-1490","Bethune School District No. R- 5","Kit Carson County","BETHUNE","CO",118,"bethune school district no. r- 5"
"3196","2912690","MO-040100","GRUNDY CO. R-V","Grundy County","GALT","MO",118,"grundy co. r-v"
"3197","5900109","BI-D36N14","Kin Dah Lichi'i Olta","Apache County","Ganado","AZ",118,"kin dah lichi'i olta"
"3198","1602160","ID-433","MIDVALE DISTRICT","Washington County","MIDVALE","ID",118,"midvale district"
"3199","0400005","AZ-4514","Salome Consolidated Elementary District (4514)","La Paz County","SALOME","AZ",118,"salome consolidated elementary district (4514)"
"3200","2313530","ME-1736","West Bath Public Schools","Sagadahoc County","West Bath","ME",118,"west bath public schools"
"3201","4607800","SD-22001","Bowdle School District 22-1","Edmunds County","Bowdle","SD",117,"bowdle school district 22-1"
"3202","2000024","KS-S0521","Department of Corrections","Shawnee County","Topeka","KS",117,"department of corrections"
"3203","3700419","NC-74Z","East Carolina Community School","Pitt County","Greenville","NC",117,"east carolina community school"
"3204","5900050","BI-D21M03","Laguna Middle School","Cibola County","Laguna","NM",117,"laguna middle school"
"3205","5900115","BI-D10P17","LUMMI HIGH SCHOOL","Whatcom County","Bellingham","WA",117,"lummi high school"
"3206","5306630","WA-03050","Paterson School District","Benton County","PATERSON","WA",117,"paterson school district"
"3207","5511710","WI-4330","Phelps School District","Vilas County","Phelps","WI",117,"phelps school district"
"3208","4110080","OR-00000000001967","Powers SD 31","Coos County","Powers","OR",117,"powers sd 31"
"3209","5900100","BI-D78S15","Tucker Elementary School","Neshoba County","Philadelphia","MS",117,"tucker elementary school"
"3210","0500036","AR-6092000","ARK. SCHOOL FOR THE DEAF","Pulaski County","LITTLE ROCK","AR",116,"ark. school for the deaf"
"3211","2005190","KS-D0476","Copeland","Gray County","Copeland","KS",116,"copeland"
"3212","2005760","KS-D0283","Elk Valley","Elk County","Longton","KS",116,"elk valley"
"3213","2011190","KS-D0217","Rolla","Morton County","Rolla","KS",116,"rolla"
"3214","5300015","WA-34975","Washington Center for Deaf and Hard of Hearing Youth","Clark County","VANCOUVER","WA",116,"washington center for deaf and hard of hearing youth"
"3215","5900137","BI-D56S02","Beatrice Rafferty School","Washington County","Perry","ME",115,"beatrice rafferty school"
"3216","2004080","KS-D0314","Brewster","Thomas County","Brewster","KS",115,"brewster"
"3217","5100070","VA-917","DEPARTMENT OF JUVENILE JUSTICE","Richmond city","Richmond","VA",115,"department of juvenile justice"
