state,name,census_id,id,year,category,total_liabilities,bonds_outstanding,current_liabilities,leases,loans_outstanding,notes_outstanding,net_pension_liability,net_pension_assets,net_opeb_liability,net_opeb_assets,compensated_absences,charges_for_services,operating_grants,capital_grants,general_revenue,change_in_net_position,expenses,total_operating_revenues,non_operating_revenues,capital_contributions,revenues,has_unconfirmed
UT,Ashley Valley Water & Sewer Improvement District,NA,102809,2020,Special District,14561078,13664312,603021,0,0,0,293745,0,0,0,0,0,0,0,0,0,0,4551797,797902,20535,5349699,FALSE
UT,Millard County Special Service District 8,NA,102880,2020,Special District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722633,-444,723077,0,0,0,722633,FALSE
UT,South Davis Recreation District,NA,102933,2020,Special District,8758584,7578384,820515,0,0,0,224845,0,0,0,134840,0,0,0,0,0,0,2466449,2502272,0,4968721,FALSE
UT,South Utah Valley Solid Waste District,NA,102940,2020,Special District,1065768,0,510889,0,0,0,345176,0,0,0,209703,0,0,0,0,0,0,8452429,216388,0,8668817,FALSE
UT,Heber Valley Special Service District,NA,102855,2020,Special District,250268,0,168770,0,0,0,81498,0,0,0,0,0,0,0,0,0,0,903591,862920,0,1766511,FALSE
UT,Ballard Water Improvement District,NA,102810,2020,Special District,927451,655000,233410,0,0,0,39041,0,0,0,0,0,0,0,0,0,0,682261,175812,0,858073,FALSE
UT,Midvalley Improvement District,NA,102875,2020,Special District,1089435,0,219133,0,0,0,232173,0,0,0,481752,0,0,0,0,0,0,3033579,1959122,0,4992701,FALSE
UT,Mt Olympus Improvement District,NA,102888,2020,Special District,3660902,0,2378171,0,0,0,651037,0,0,0,631694,0,0,0,0,0,0,11658175,3412773,1125375,15070948,FALSE
UT,Oquirrh Recreation and Parks District,NA,102899,2020,Special District,3356021,0,472300,1886185,0,0,279459,0,0,0,93950,0,0,0,0,0,0,2130624,3348421,0,5479045,FALSE
UT,Salt Lake County Service Area 3,NA,102914,2020,Special District,304911,0,75914,0,138584,0,55609,0,0,0,34804,0,0,0,0,0,0,1176503,35516,0,1212019,FALSE
UT,Castle Valley Special Service District,NA,102824,2020,Special District,6339700,5134296,486716,447240,0,0,178830,0,0,0,92618,787144,0,1221874,3754394,640159,5123253,0,0,0,5763412,FALSE
UT,North Pointe Solid Waste Special Service District,NA,102894,2020,Special District,1311247,0,636054,108506,0,0,370946,0,0,0,0,0,0,0,0,0,0,11684291,139582,0,11823873,FALSE
UT,Salt Lake Valley Solid Waste Management Facility,NA,102916,2020,Special District,14620146,0,901284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15961318,462162,0,16423480,FALSE
UT,Multi-County Appraisal Trust Fund,NA,102889,2020,Special District,236422,0,236422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3554405,25026,0,3579431,FALSE
UT,Trans-Jordan Cities,NA,102961,2020,Special District,4815352,0,524263,0,0,0,599735,0,0,0,141786,0,0,0,0,0,0,10404886,863812,0,11268698,FALSE
UT,South Utah Valley Animal Services Special Service District,NA,102938,2020,Special District,61250,0,24614,0,0,0,36636,0,0,0,0,0,0,0,0,0,0,704501,1501,0,706002,FALSE
UT,Bear Lake Special Service District,NA,102811,2020,Special District,874785,0,10414,0,0,802800,61571,0,0,0,0,0,0,0,0,0,0,860590,281419,0,1142009,FALSE
UT,Ouray Park Water Improvement District,NA,102901,2020,Special District,6099,0,6099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75274,129228,0,204502,FALSE
UT,Pleasant Grove Metropolitan Water District,NA,102906,2020,Special District,221720,0,3477,0,0,218243,0,0,0,0,0,0,0,0,0,0,0,351287,0,560093,351287,FALSE
UT,North Village Special Service District,NA,102897,2020,Special District,257352,0,210852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1596751,69354,423577,1666105,FALSE
UT,Park City Fire Service District,NA,102902,2020,Special District,6747302,1867000,822055,0,2192005,0,239796,2968594,0,0,1626446,3213010,78747,0,13633518,2046326,14878949,0,0,0,16925275,FALSE
UT,Heber Light & Power Company,NA,102854,2020,Special District,28728246,22029907,1837771,1296977,0,0,1083085,0,0,0,1059495,0,0,0,0,0,0,20530165,1682166,3275127,22212331,FALSE
UT,North Davis Fire District,NA,102891,2020,Special District,2491816,1425000,235011,437388,0,0,48920,345903,0,0,222784,1407048,0,0,3566479,10955,4962572,0,0,0,4973527,FALSE
UT,Southern Utah Valley Power,NA,102944,2020,Special District,1353842,0,1314265,0,0,0,39577,0,0,0,0,0,0,0,0,0,0,1869357,63377,0,1932734,FALSE
UT,Copperton Improvement District,NA,102830,2020,Special District,363394,349000,14394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287038,92404,0,379442,FALSE
UT,Cottonwood Heights Parks and Recreation Service Area,NA,102831,2020,Special District,2309057,864862,496954,348106,0,0,357749,0,0,0,241386,0,0,0,0,0,0,2365771,3430858,0,5796629,FALSE
UT,Cottonwood Improvement District,NA,102832,2020,Special District,3128039,0,1451238,0,0,0,706010,0,0,0,970791,0,0,0,0,0,0,9497950,5476179,0,14974129,FALSE
UT,Price River Water Improvement District,NA,102907,2020,Special District,8290701,6960500,677412,0,0,0,478953,0,0,0,173836,4225427,48364,0,1192362,291340,5174813,0,0,0,5466153,FALSE
UT,Heber Valley Tourism and Economic Development Agency,NA,102856,2020,Special District,2459,0,2459,0,0,0,0,0,0,0,0,54542,1303972,0,296,59966,1298844,0,0,0,1358810,FALSE
UT,South Valley Water Reclamation Facility,NA,102942,2020,Special District,49106445,40322149,7277262,0,0,0,1060742,0,0,0,439092,0,0,0,0,0,0,26938608,2893388,0,29831996,FALSE
UT,Fruitland Special Service District,NA,102847,2020,Special District,542739,521662,21077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362364,64788,0,427152,FALSE
UT,Orem Metropolitan Water District,NA,102900,2020,Special District,439151,0,400024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2068562,1280556,0,3349118,FALSE
UT,Stansbury Service Agency,NA,102952,2020,Special District,525532,0,462847,0,0,0,62685,0,0,0,0,875994,0,663700,1417476,-561929,3519099,0,0,0,2957170,FALSE
UT,Grand County Recreation Special Service District,NA,102849,2020,Special District,215552,0,215552,0,0,0,0,0,0,0,0,0,0,0,372688,-248942,621630,0,0,0,372688,FALSE
UT,Bountiful Irrigation District,NA,102818,2020,Special District,501492,57500,193158,0,0,0,158080,0,0,0,92754,0,0,0,0,0,0,2694797,349780,0,3044577,FALSE
UT,Grand Water and Sewer Service Agency,NA,102851,2020,Special District,164044,0,39051,0,0,0,107325,0,0,0,17668,0,0,0,0,0,0,3025713,93909,0,3119622,FALSE
UT,Ticaboo Utility Improvement District,NA,102958,2020,Special District,1063409,1045101,18308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441800,8010,0,449810,FALSE
UT,Timberlakes Water Special Service District,NA,102959,2020,Special District,5315039,5081000,67427,0,0,0,97159,0,0,0,63018,0,0,0,0,0,0,1078795,352995,0,1431790,FALSE
UT,Emery County Special Service District 1,NA,102843,2020,Special District,37668,0,37668,0,0,0,0,0,0,0,0,0,855509,0,35632,308055,583086,0,0,0,891141,FALSE
UT,Timpanogos Special Service District,NA,102960,2020,Special District,32391703,29067190,2347251,0,0,0,740092,0,0,0,237170,0,0,0,0,0,0,20229826,8823507,0,29053333,FALSE
UT,Central Davis Sewer District,NA,102826,2020,Special District,1475731,648000,294165,0,0,0,375871,0,0,0,157695,0,0,0,0,0,0,5211826,1561411,353020,6773237,FALSE
UT,Emery Water Conservancy District,NA,102844,2020,Special District,825315,0,43617,684594,0,0,90757,0,0,0,6347,0,0,0,0,0,0,1420096,1021761,386731937,2441857,FALSE
UT,Johnson Water Improvement District,NA,102861,2020,Special District,1059386,922000,137386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1761780,54349,0,1816129,FALSE
UT,Snyderville Basin Water Reclamation District,NA,102929,2020,Special District,21408751,16977424,2580095,0,0,0,1171082,0,0,0,680150,0,0,0,0,0,0,11793099,3891131,1675831,15684230,FALSE
UT,Central Iron County Water Conservancy District,NA,102827,2020,Special District,8096416,7459798,518490,0,0,0,65336,0,0,0,52792,0,0,0,0,0,0,887286,3286729,0,4174015,FALSE
UT,Seven County Infrastructure Coalition,NA,102925,2020,Special District,4556078,0,4545978,0,0,0,0,0,0,0,0,0,11732290,0,65487,-3809,11801586,0,0,0,11797777,FALSE
UT,Jordanelle Special Service District,NA,102864,2020,Special District,19591501,9934713,2260270,0,0,1465053,579414,0,0,0,561812,0,0,0,0,0,0,12128257,132049,17130043,12260306,FALSE
UT,Central Weber Sewer Improvement District,NA,102829,2020,Special District,115536676,111284069,3419973,0,0,0,606110,0,0,0,226524,0,0,0,0,0,0,22730302,6300865,0,29031167,FALSE
UT,Solid Waste Special Service District 1,NA,102931,2020,Special District,793289,217000,64347,426038,0,0,85684,0,0,0,220,0,0,0,0,0,0,1020429,360809,0,1381238,FALSE
UT,South Utah Valley Electric Service District,NA,102939,2020,Special District,3222682,1030000,1682966,0,0,0,372185,0,0,0,137531,0,0,0,0,0,0,7760588,60176,369230,7820764,FALSE
UT,Uintah Mosquito Abatement District,NA,102968,2020,Special District,161317,0,39335,0,0,0,67569,0,0,0,54413,0,0,0,1208642,468761,739881,0,0,0,1208642,FALSE
UT,Jensen Water Improvement District,NA,102860,2020,Special District,1680877,1658000,22877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531478,164023,0,695501,FALSE
UT,Uintah Transportation Special Service District,NA,102970,2020,Special District,7531625,7200000,271525,0,0,0,48196,0,0,0,11904,63124,257576,8106218,3101077,1014538,10513457,0,0,0,11527995,FALSE
UT,Sandy Suburban Improvement District,NA,102921,2020,Special District,5766304,4930374,308220,0,0,0,445471,0,0,0,82239,0,0,0,0,0,0,3304501,3520230,595000,6824731,FALSE
UT,Sanpete County Special Service District 1,NA,102923,2020,Special District,1137965,1121334,16631,0,0,0,0,0,0,0,0,0,1112806,0,6454,473272,645988,0,0,0,1119260,FALSE
UT,White City Water Improvement District,NA,103002,2020,Special District,12981959,12246566,491499,0,0,0,157674,0,0,0,86220,0,0,0,0,0,0,3428588,54447,0,3483035,FALSE
UT,Sevier County Special Service District 1,NA,102926,2020,Special District,15470425,15322276,148149,0,0,0,0,0,0,0,0,0,0,0,2689866,-2256889,4946755,0,0,0,2689866,FALSE
UT,Box Elder Mosquito Abatement District,NA,102820,2020,Special District,170527,0,6169,0,0,0,97279,0,0,0,67079,0,0,0,1198822,68763,1130059,0,0,0,1198822,FALSE
UT,South Davis Water District,NA,102935,2020,Special District,517159,0,377814,0,0,0,117807,0,0,0,0,0,0,0,0,0,0,1432982,123469,0,1556451,FALSE
UT,South Ogden Conservation District,NA,102936,2020,Special District,9004605,8312011,79780,0,0,0,470707,0,0,0,102034,0,0,0,0,0,0,2993804,68008,0,3061812,FALSE
UT,Wolf Creek Water and Sewer Improvement District,NA,103003,2020,Special District,7400278,7373224,27054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2049308,19907,0,2069215,FALSE
UT,Weber Fire District,NA,102997,2020,Special District,3590509,2139600,407878,308593,0,0,130666,2061573,0,0,603772,2223330,0,588971,10860272,3189688,10482885,0,0,0,13672573,FALSE
UT,Weber-Box Elder Conservation District,NA,102998,2020,Special District,3321386,2376000,334872,0,0,0,0,0,0,0,102034,0,0,0,0,0,0,4874905,880691,0,5755596,FALSE
UT,Stansbury Park Improvement District,NA,102951,2020,Special District,2556417,2239000,177386,0,0,0,140031,0,0,0,0,0,0,0,0,0,0,1901380,1141722,2597769,3043102,FALSE
UT,Jordan Valley Water Conservancy District,NA,102863,2020,Special District,339755127,319865124,8378085,0,0,1516350,3126414,0,5844650,0,1024504,0,0,0,0,0,0,60659921,9493653,383772,70153574,FALSE
UT,West Haven Special Service District,NA,102999,2020,Special District,3309252,2793000,516252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2581223,1233038,770650,3814261,FALSE
UT,Utah Risk Management Mutual Association,NA,102980,2020,Special District,5697238,0,45294,0,0,0,0,0,0,0,0,0,0,0,4524584,-215608,4740192,0,0,0,4524584,FALSE
UT,Uintah Fire Suppression Special Service District,NA,102964,2020,Special District,217579,0,194727,0,0,0,13034,49621,0,0,9818,148205,387087,0,1080226,-267122,1882640,0,0,0,1615518,FALSE
UT,Fox Hollow Golf Course,NA,102846,2020,Special District,2638081,2480000,49222,17719,0,16735,119309,0,0,0,0,0,0,0,0,0,0,985919,217,755000,986136,FALSE
UT,Uintah Recreation Special Service District,NA,102969,2020,Special District,3884663,285000,187588,2825412,0,0,357242,0,0,0,229421,0,0,0,0,0,0,1428065,1246459,0,2674524,FALSE
UT,South Valley Sewer District,NA,102941,2020,Special District,58534823,54578107,2639332,0,0,0,1214161,0,0,0,103223,0,0,0,0,0,0,40932223,9092441,14229710,50024664,FALSE
UT,Salt Lake Urban Search and Rescue,NA,153766,2020,Special District,1772994,0,1772994,0,0,0,0,0,0,0,0,0,0,0,2978566,29022,2949544,0,0,0,2978566,FALSE
UT,Beaver County,45100100100000,102814,2020,General Purpose,5030707,562206,762167,0,0,0,3281403,0,0,0,424931,9701158,4776058,0,4349562,1639688,17187090,0,0,0,18826778,FALSE
IN,Crawford County,15101301300000,112503,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28926751,988013,27938738,0,0,0,28926751,FALSE
UT,Uintah Health Care Special Service District,NA,102965,2020,Special District,1616010,0,578923,0,0,0,892869,0,0,0,144218,0,0,0,0,0,0,5882442,2242241,0,8124683,FALSE
UT,Washington County St. George City Interlocal Agency,NA,102992,2020,Special District,10319941,5713539,4534365,0,0,0,0,0,0,0,72037,669314,2517784,0,30748,1175721,2042125,0,0,0,3217846,FALSE
UT,Utah School Boards Risk Management Insurance Association,NA,102981,2020,Special District,12363530,0,11554014,0,0,0,641291,0,168225,0,0,0,0,0,0,0,0,5703533,438180,0,6141713,FALSE
UT,Uintah Water Conservancy District,NA,102971,2020,Special District,21318610,20889320,248333,0,0,0,180957,0,0,0,0,1541762,0,7448230,2474367,-2546452,14010811,0,0,0,11464359,FALSE
UT,Utah Infrastructure Agency,NA,102976,2020,Special District,205189324,192842489,9585881,0,0,2760954,0,0,0,0,0,0,0,0,0,0,0,17183183,1571527,0,18754710,FALSE
UT,Utah League of Cities and Towns,NA,102977,2020,Special District,988757,0,793010,0,0,0,195747,0,0,0,0,0,0,0,0,0,0,2514449,56246,0,2570695,FALSE
ME,Eliot,20301600800000,103058,2020,General Purpose,3696921,1695477,500544,119749,0,0,921533,0,197503,0,262115,1105341,35280,0,17145098,1317345,16968374,0,0,0,18285719,FALSE
UT,Unified Fire Authority,NA,102972,2020,Special District,25461097,0,4679694,9168551,0,0,1472898,18979315,3076924,0,5282760,74096390,766109,21475,11857166,10958724,75782416,0,0,0,86741140,FALSE
UT,Unified Fire Service Area,NA,102973,2020,Special District,31549351,31145106,404245,0,0,0,0,0,0,0,0,2409251,0,0,56179254,2447100,56141405,0,0,0,58588505,FALSE
UT,Utah Local Governments Trust,NA,102978,2020,Special District,47632453,0,8919604,0,0,0,528080,0,454176,0,0,0,0,0,0,0,0,24945485,2864660,0,27810145,FALSE
UT,Uintah Impact Mitigation Special Service District,NA,102967,2020,Special District,2937471,2600000,275280,0,0,0,43316,0,0,0,18875,65000,0,0,2867015,788364,2143651,0,0,0,2932015,FALSE
OH,Bowling Green State University,NA,36858,2020,Public Higher Education,597562492,290924487,40558480,0,5890084,0,189582452,0,54013197,8473000,16593792,0,0,0,0,0,0,252399586,126783814,10021198,379183400,FALSE
UT,Upper Country Water Improvement District,NA,102974,2020,Special District,2223444,2071400,107539,0,0,0,44505,0,0,0,0,0,0,0,0,0,0,639035,83248,0,722283,FALSE
UT,Utah Water Finance Agency,NA,102983,2020,Special District,272944862,268805000,4139862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12952326,0,0,12952326,FALSE
UT,Valley Emergency Communications Center,NA,102984,2020,Special District,7707700,1325000,2825133,347027,0,0,2335890,0,0,0,874650,0,0,0,0,0,0,16091303,143220,0,16234523,FALSE
UT,Wasatch County Service Area 1,NA,102986,2020,Special District,169262,0,169262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920238,16574,0,936812,FALSE
UT,Weber County Mosquito Abatement District,NA,102996,2020,Special District,280257,0,13435,0,0,0,165437,0,0,0,101385,0,0,0,2129194,373360,1755834,0,0,0,2129194,FALSE
MN,Educational Cooperative Service Unit of the Metropolitan Twin Cities Area,NA,103115,2020,School District,2147940,0,219213,0,0,0,1784644,0,25335,0,118748,1144819,3602283,0,3595,-293463,5044160,0,0,0,4750697,FALSE
IN,Jackson County,15103603600000,33201,2020,General Purpose,0,1345000,0,0,0,0,8132882,0,0,0,0,3800334,37625284,0,78613441,2552777,117486282,0,0,0,120039059,FALSE
UT,Summit County Services Area #3,NA,102956,2020,Special District,492267,175000,317267,0,0,0,0,0,0,0,0,337752,114663,0,469425,258358,663483,0,0,0,921841,FALSE
UT,Wasatch Front Waste and Recycling District,NA,102988,2020,Special District,4128241,0,1150469,0,0,0,1100056,0,1300521,0,433009,0,0,0,0,0,0,21603997,182965,0,21786962,FALSE
UT,Utah Counties Indemnity Pool,NA,102975,2020,Special District,11281913,0,11118092,0,0,0,163821,0,0,0,0,0,0,0,0,0,0,7130648,175056,0,7305704,FALSE
NE,Beatrice Public Schools District No. 15,NA,108865,2020,School District,0,4210000,0,1411155,0,13102,0,0,0,0,0,380977,3995348,0,22303468,652202,26027591,0,0,0,26679793,FALSE
LA,Atchafalaya Basin Levee District,NA,103125,2020,Special District,19723164,0,187888,0,0,0,7799077,0,11464953,0,271246,41108,29874,0,9191451,2049761,7212672,0,0,0,9262433,FALSE
OH,North Central State College,NA,36859,2020,Community College District,22679982,0,5594378,0,0,652119,13731452,0,2185103,624940,516930,0,0,0,0,0,0,10580014,11663283,1619240,22243297,FALSE
OH,Focus Learning Academy of Northern Columbus,NA,54073,2020,Charter School,5310903,0,194454,0,587070,0,4138938,0,390441,234143,0,0,2084818,0,4619652,16597,6687873,4610503,2093967,0,6704470,FALSE
ID,St. Maries Joint School District No. 41,NA,32704,2020,School District,3652142,0,1215068,479996,0,0,1697216,0,259862,342062,0,115504,2075570,0,8018175,182321,10026928,0,0,0,10209249,FALSE
OH,Pinnacle Academy,NA,52817,2020,Charter School,4368558,0,261314,0,0,0,3946051,0,161193,267557,0,0,1080703,0,6200410,54311,7226802,5602124,1678989,0,7281113,FALSE
OH,Delta,36202600200000,103161,2020,General Purpose,0,3883928,0,0,9360759,545502,0,0,0,0,0,0,0,0,2732686,439188,2293498,0,0,0,2732686,FALSE
OR,South Central Oregon Economic Development District,NA,52158,2020,Special District,560735,0,34439,0,508488,0,0,0,0,0,9044,308428,565682,0,2152,10746,865516,0,0,0,876262,FALSE
MS,State of Mississippi,NA,95852,2020,General Purpose,13060607000,4686238000,2672089000,7637000,0,1080809000,3151705000,0,193113000,0,126506000,2592689000,9471374000,600990000,7836263000,454854000,20046462000,0,0,0,20501316000,FALSE
OK,Northwestern Oklahoma State University,NA,40843,2020,Public Higher Education,6992760,0,1289281,4704293,0,0,0,0,0,0,563344,0,0,0,0,0,0,15738564,14853344,1735610,30591908,FALSE
OH,Midwest Regional Educational Service Center,NA,66036,2020,School District,0,0,0,0,0,0,10537931,0,1133187,592211,0,9561993,1383024,0,702672,319842,11327847,0,0,0,11647689,FALSE
IL,Hononegah Community High School District No. 207,NA,33168,2020,School District,21620000,21620000,0,0,0,0,1692520,0,0,0,0,0,0,0,38628973,929029,37699944,0,0,0,38628973,FALSE
OH,Pathway School of Discovery,NA,51543,2020,School District,4174091,0,220477,0,0,0,3784882,0,168732,254247,0,0,0,1245082,6699302,96007,7848377,0,0,0,7944384,FALSE
OH,Educational Service Center of Lorain County,NA,42758,2020,Special District,16216475,0,1317494,0,0,0,13279210,0,1129027,797417,490744,8576486,2321000,0,1144391,212005,11829872,0,0,0,12041877,FALSE
NY,Ocean Beach,33205201700000,103147,2020,General Purpose,12458606,5923484,593939,33937,0,0,1985390,0,3861869,0,59987,2143503,0,2013649,6397625,2632709,7922068,0,0,0,10554777,FALSE
NY,Ramapo,33304400400000,122912,2020,General Purpose,440729580,99947802,16748125,0,0,1200000,37681078,0,251377773,0,4519588,17952675,104619,274237,94373694,-19362253,132067478,0,0,0,112705225,FALSE
IN,Decatur,15200100200000,112532,2020,General Purpose,0,31791000,0,0,0,0,0,0,0,0,0,0,0,0,37454693,3273045,34181648,0,0,0,37454693,FALSE
LA,East Baton Rouge Parish Charter School - Baton Rouge University Preparatory Elementary Inc,NA,75578,2020,Charter School,1883200,0,338907,0,0,1544293,0,0,0,0,0,0,0,0,5310696,1062394,4248302,0,0,0,5310696,FALSE
LA,East Baton Rouge Parish Charter School - Pelican Educational Foundation Inc,NA,75595,2020,Charter School,718625,0,718625,0,0,0,0,0,0,0,0,0,0,0,5755526,391643,5363883,0,0,0,5755526,FALSE
LA,Lafourche Parish Charter School - the Maxine Giardina Charter School Inc,NA,76128,2020,Charter School,114789,0,114789,0,0,0,0,0,0,0,0,0,0,0,1617485,60696,1556789,0,0,0,1617485,FALSE
IN,Noble County,15105705700000,44868,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
LA,St Landry Parish Charter School - Outreach Community Development Corporation,NA,76849,2020,Charter School,755567,0,330871,65672,359024,0,0,0,0,0,0,0,0,0,3637123,348087,3289036,0,0,0,3637123,FALSE
WV,Marion County Board of Education,NA,39797,2020,School District,23510460,1864313,8437558,0,0,0,8878476,0,4330113,0,0,1097875,12097869,14470,94363225,-421347,107994786,0,0,0,107573439,FALSE
LA,Morehouse Parish Charter School - Beekman Alumni and Friends Inc,NA,76434,2020,Charter School,2085915,0,1096993,0,312573,324345,0,0,0,0,352004,0,0,0,9470840,1282459,8188381,0,0,0,9470840,FALSE
LA,Orleans Parish Charter School - Arise Schools,NA,76538,2020,Charter School,1799552,0,316164,0,1483388,0,0,0,0,0,0,0,0,0,14279285,305896,13973389,0,0,0,14279285,FALSE
IN,Randolph County,15106806800000,112522,2020,General Purpose,0,3000000,0,779541,0,0,0,0,0,0,0,1900339,0,0,82680332,8692151,75888520,0,0,0,84580671,FALSE
OR,Woodland Educational Initiative Charter School,NA,87350,2020,Charter School,1503776,0,63583,0,182000,0,1258193,0,0,0,0,12564,0,0,1301440,-291595,1605599,0,0,0,1314004,FALSE
LA,East Baton Rouge Parish Charter School - the Emerge School for Autism,NA,75601,2020,Charter School,109824,0,109824,0,0,0,0,0,0,0,0,0,0,0,782575,80179,702396,0,0,0,782575,FALSE
IN,Rush County,15107007000000,112524,2020,General Purpose,0,15482000,0,1360350,0,0,0,0,0,0,0,706373,0,0,52379143,-313533,53399049,0,0,0,53085516,FALSE
ME,Central Lincoln County School System,NA,54385,2020,School District,16038462,8347366,5043424,869,0,0,448983,0,2197818,0,0,348045,6273672,0,22791657,1691809,27721565,2227463,9008057,0,29413374,FALSE
NY,City School District of the City of Schenectady,NA,82228,2020,School District,485336582,92185172,26919252,0,0,16000000,12514359,12178166,325084496,0,10783849,5104961,24983546,0,196996774,-11768799,238854080,0,0,0,227085281,FALSE
LA,Opelousas City Marshal,NA,103223,2020,Special District,33952,0,3255,30697,0,0,0,0,0,0,0,22910,86719,0,1,2908,106722,0,0,0,109630,FALSE
LA,St. Tammany Parish Fire Protection District No. 2,NA,103236,2020,Special District,9461983,0,145513,429844,0,0,5756187,0,0,0,95439,0,232668,0,5890805,966093,5157380,0,0,0,6123473,FALSE
LA,Terrebonne Parish Sales and Use Tax Commission,NA,103287,2020,Special District,983363,0,27059,0,0,0,0,21000,922391,0,33913,908893,0,0,7353,10262,905984,0,0,0,916246,FALSE
OR,Philomath School District No. 17j,NA,85116,2020,School District,43644321,28478268,1303097,98907,6621,0,12450704,0,1243786,150157,62938,348947,1786639,222770,22627864,-397232,25383452,0,0,0,24986220,FALSE
LA,Lafayette City Marshal,NA,103275,2020,Special District,103918,0,53073,50845,0,0,0,0,0,0,0,454492,1693006,0,0,46405,2101093,0,0,0,2147498,FALSE
LA,Tangipahoa Parish Drainage District-Gravity No. 5,NA,103257,2020,Special District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63674,34977,28697,0,0,0,63674,FALSE
OH,Pickaway-Ross Career and Technology Center,NA,84110,2020,School District,27252157,316358,1693771,551777,0,0,21525710,0,1403788,1357902,1760753,1786726,6729464,0,13550960,-53407,22120557,0,0,0,22067150,FALSE
LA,Terrebonne Parish Fire Protection District - Bayou Blue,NA,103276,2020,Special District,16524,0,16524,0,0,0,0,0,0,0,0,6300,0,0,938539,157412,787427,0,0,0,944839,FALSE
AR,Beebe School District,NA,30788,2020,School District,1225779,21940000,1225779,0,0,0,25587510,0,0,0,0,0,0,0,42865621,6444041,36421580,0,0,0,42865621,FALSE
LA,St. Tammany Parish Recreation District No. 1,NA,103347,2020,Special District,6170032,4620000,366614,0,0,0,10861,0,0,0,106181,549762,23748,1391937,5053451,1539665,5479233,0,0,0,7018898,FALSE
LA,Lafourche Basin Levee District,NA,103293,2020,Special District,3675413,0,202659,0,0,0,0,0,3316770,0,155984,0,0,820712,4808707,-101432,5730851,0,0,0,5629419,FALSE
LA,St. Tammany Parish Recreation District No. 12,NA,103319,2020,Special District,421051,0,10051,0,0,0,0,0,0,0,0,61877,0,0,351233,43484,369626,0,0,0,413110,FALSE
GA,Eton,11210500300000,103395,2020,General Purpose,378809,0,20536,69428,0,251639,0,0,0,0,37206,141161,47238,106917,657127,293,952150,0,0,0,952443,FALSE
LA,Housing Authority of Erath,NA,103386,2020,Special District,36433,0,19585,0,0,0,0,0,0,0,16848,0,0,0,0,0,0,329574,5934,70876,335508,FALSE
LA,Plaquemine City Court,NA,103351,2020,Special District,96519,0,0,0,0,0,96519,0,0,0,0,1090,0,0,558927,33268,526749,0,0,0,560017,FALSE
IN,Union County,15108108100000,112529,2020,General Purpose,0,0,0,175500,0,0,0,0,0,0,0,662877,0,0,20594753,516719,20740911,0,0,0,21257630,FALSE
IN,Pike County,15106306300000,112519,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
LA,District Attorney for the 18th Judicial District,NA,103411,2020,Special District,1762103,0,83876,0,0,0,1191800,0,486427,0,0,1561906,1384481,0,18624,-1007718,3972729,0,0,0,2965011,FALSE
LA,Livingston Parish Recreation District No. 3,NA,103381,2020,Special District,280598,100000,172182,0,0,0,8416,0,0,0,0,1061622,14468,0,2880243,-322365,4278698,0,0,0,3956333,FALSE
LA,Alexandria City Court,NA,103441,2020,Special District,9540,0,9540,0,0,0,0,0,0,0,0,316936,0,0,26055,-41784,384775,0,0,0,342991,FALSE
LA,Twenty-First Judicial District Court,NA,103407,2020,Special District,296268,0,296268,0,0,0,0,0,0,0,0,1829181,1280752,0,243785,121283,3232435,0,0,0,3353718,FALSE
LA,Vermilion Parish Drainage District-Isle Marrone Gravity,NA,103417,2020,Special District,3275,0,3275,0,0,0,0,0,0,0,0,0,0,0,419676,167976,251700,0,0,0,419676,FALSE
LA,St. Mary Parish Recreation District No. 1,NA,103385,2020,Special District,11523,0,11523,0,0,0,0,0,0,0,0,4963,0,0,374750,-73156,452869,0,0,0,379713,FALSE
LA,St. Tammany Parish Recreation District No. 6,NA,103394,2020,Special District,946076,935000,11076,0,0,0,0,0,0,0,0,64888,0,0,310499,14588,360799,0,0,0,375387,FALSE
IN,Vanderburgh County,15108208200000,33217,2020,General Purpose,130705877,57260565,4825173,1557797,7091864,0,27011058,0,27971729,0,4987691,25804278,19342294,4276539,107737919,16801546,140359484,11111,400000,0,157161030,FALSE
