"","ncesID","nces_original_name","county_name","city","state","students","id"
"1045","3417310","Weehawken Public School District","Hudson County","Weehawken","NJ",1432,NA
"1046","2628890","Houghton-Portage Township School District","Houghton County","HOUGHTON","MI",1429,NA
"1047","0802610","School District No. Re-2 Brush","Morgan County","BRUSH","CO",1429,NA
"1048","1709150","Central SD 51","Tazewell County","Washington","IL",1425,NA
"1049","1803000","East Washington School Corp","Washington County","Pekin","IN",1425,NA
"1050","1731290","Peotone CUSD 207U","Will County","Peotone","IL",1424,NA
"1051","2512780","Westport","Bristol County","Westport","MA",1418,NA
"1052","2200022","LSU Laboratory School","East Baton Rouge Parish","Baton Rouge","LA",1416,NA
"1053","3629400","VALHALLA UNION FREE SCHOOL DISTRICT","Westchester County","VALHALLA","NY",1415,NA
"1054","3013310","Hardin Elem","Big Horn County","Hardin","MT",1413,NA
"1055","1801770","Randolph Central School Corp","Randolph County","Winchester","IN",1412,NA
"1056","2914550","HOLLISTER R-V","Taney County","HOLLISTER","MO",1407,NA
"1057","1811260","Tell City-Troy Twp School Corp","Perry County","Tell City","IN",1401,NA
"1058","3605340","BRIARCLIFF MANOR UNION FREE SCHOOL DISTRICT","Westchester County","BRIARCLIFF MANOR","NY",1398,NA
"1059","0803960","Fremont Re-2","Fremont County","FLORENCE","CO",1398,NA
"1060","1000270","Delmar School District","Sussex County","Delmar","DE",1395,NA
"1061","3402160","Branchburg Township School District","Somerset County","Branchburg","NJ",1394,NA
"1062","2003720","Baldwin City","Douglas County","Baldwin City","KS",1390,NA
"1063","1802700","Delphi Community School Corp","Carroll County","Delphi","IN",1390,NA
"1064","3624630","BLIND BROOK-RYE UNION FREE SCHOOL DISTRICT","Westchester County","RYE BROOK","NY",1387,NA
"1065","3016200","Laurel Elem","Yellowstone County","Laurel","MT",1387,NA
"1066","4636990","Dakota Valley School District 61-8","Union County","North Sioux City","SD",1381,NA
"1067","2500002","Spencer-E Brookfield","Worcester County","Spencer","MA",1380,NA
"1068","3411010","Mountain Lakes Public School District","Morris County","Mt Lakes","NJ",1379,NA
"1069","2930840","MORGAN CO. R-II","Morgan County","VERSAILLES","MO",1378,NA
"1070","1810680","Lewis Cass Schools","Cass County","Walton","IN",1376,NA
"1071","2305500","Ellsworth Public Schools","Hancock County","Ellsworth","ME",1375,NA
"1072","2512420","West Bridgewater","Plymouth County","West Bridgewater","MA",1373,NA
"1073","2500067","Manchester Essex Regional","Essex County","Manchester","MA",1370,NA
"1074","1740980","Washington CHSD 308","Tazewell County","Washington","IL",1370,NA
"1075","2505220","Georgetown","Essex County","Georgetown","MA",1368,NA
"1076","1808280","Shenandoah School Corporation","Henry County","Middletown","IN",1365,NA
"1077","1706450","Bloomingdale SD 13","DuPage County","Bloomingdale","IL",1364,NA
"1078","3617820","LOWVILLE ACADEMY & CENTRAL SCHOOL DISTRICT","Lewis County","LOWVILLE","NY",1364,NA
"1079","1807980","North Putnam Community Schools","Putnam County","Bainbridge","IN",1364,NA
"1080","0802400","Bayfield School District No. 10Jt-R","La Plata County","BAYFIELD","CO",1363,NA
"1081","3406690","Hanover Township School District","Morris County","Whippany","NJ",1362,NA
"1082","1805910","Linton-Stockton School Corporation","Greene County","Linton","IN",1361,NA
"1083","2900004","NEW MADRID CO. R-I","New Madrid County","NEW MADRID","MO",1361,NA
"1084","3411910","Oakland Public School District","Bergen County","Oakland","NJ",1360,NA
"1085","0806540","Sheridan School District No. 2","Arapahoe County","ENGLEWOOD","CO",1359,NA
"1086","4216860","New Hope-Solebury SD","Bucks County","New Hope","PA",1358,NA
"1087","2508670","North Adams","Berkshire County","North Adams","MA",1358,NA
"1088","0903330","Plymouth School District","Litchfield County","Terryville","CT",1358,NA
"1089","2511400","Sutton","Worcester County","Sutton","MA",1357,NA
"1090","4400420","Foster-Glocester","Providence County","North Scituate","RI",1355,NA
"1091","5507650","Lake Geneva-Genoa City UHS School District","Walworth County","Lake Geneva","WI",1355,NA
"1092","3627660","SOUTHWESTERN CENTRAL SCHOOL DISTRICT AT JAMESTOWN","Chautauqua County","JAMESTOWN","NY",1354,NA
"1093","2010890","Pratt","Pratt County","Pratt","KS",1353,NA
"1094","3904963","Northwest Local","Scioto County","Mc Dermott","OH",1352,NA
"1095","3606540","CARLE PLACE UNION FREE SCHOOL DISTRICT","Nassau County","CARLE PLACE","NY",1350,NA
"1096","2700019","MINNEWASKA SCHOOL DISTRICT","Pope County","GLENWOOD","MN",1349,NA
"1097","0904140","Somers School District","Tolland County","Simsbury","CT",1349,NA
"1098","3904531","Coldwater Exempted Village","Mercer County","Coldwater","OH",1347,NA
"1099","1733380","Reed Custer CUSD 255U","Will County","Braidwood","IL",1341,NA
"1100","1742790","Winnebago CUSD 323","Winnebago County","Winnebago","IL",1340,NA
"1101","5101560","GALAX CITY PBLC SCHS","Galax city","Galax","VA",1338,NA
"1102","2306510","Hermon Public Schools","Penobscot County","Hermon","ME",1334,NA
"1103","5506120","Hartford UHS School District","Washington County","Hartford","WI",1333,NA
"1104","4204740","Cambria Heights SD","Cambria County","Patton","PA",1332,NA
"1105","1808190","Northeastern Wayne Schools","Wayne County","Fountain City","IN",1332,NA
"1106","1808640","Paoli Community School Corp","Orange County","Paoli","IN",1331,NA
"1107","3905058","Southeast Local","Wayne County","Apple Creek","OH",1331,NA
"1108","2004890","Clay Center","Clay County","Clay Center","KS",1330,NA
"1109","3404140","East Greenwich Township School District","Gloucester County","Mickleton","NJ",1323,NA
"1110","5101080","CUMBERLAND CO PBLC SCHS","Cumberland County","Cumberland","VA",1321,NA
"1111","5101200","ESSEX CO PBLC SCHS","Essex County","Tappahannock","VA",1320,NA
"1112","2932070","WILLOW SPRINGS R-IV","Howell County","WILLOW SPRINGS","MO",1318,NA
"1113","3301470","Amherst School District","Hillsborough County","Amherst","NH",1309,NA
"1114","2506150","Holbrook","Norfolk County","Holbrook","MA",1309,NA
"1115","1800060","Adams Central Community Schools","Adams County","Monroe","IN",1304,NA
"1116","3904862","Miami East Local","Miami County","Casstown","OH",1304,NA
"1117","2509300","Palmer","Hampden County","Palmer","MA",1304,NA
"1118","4204860","Camp Hill SD","Cumberland County","Camp Hill","PA",1303,NA
"1119","5103270","RICHMOND CO PBLC SCHS","Richmond County","Warsaw","VA",1301,NA
"1120","1811250","Taylor Community School Corp","Howard County","Kokomo","IN",1301,NA
"1121","3626940","SKANEATELES CENTRAL SCHOOL DISTRICT","Onondaga County","SKANEATELES","NY",1300,NA
"1122","1810260","South Adams Schools","Adams County","Berne","IN",1298,NA
"1123","3607770","CLINTON CENTRAL SCHOOL DISTRICT","Oneida County","CLINTON","NY",1297,NA
"1124","2307530","Lisbon Public Schools","Androscoggin County","Lisbon","ME",1297,NA
"1125","0903390","Portland School District","Middlesex County","Portland","CT",1296,NA
"1126","2738880","ESKO PUBLIC SCHOOL DISTRICT","Carlton County","ESKO","MN",1295,NA
"1127","3413750","Red Bank Regional School District","Monmouth County","Little Silver","NJ",1290,NA
"1128","3416920","Wallington Boro School District","Bergen County","Wallington","NJ",1289,NA
"1129","1810640","Southeast Dubois Co Sch Corp","Dubois County","Ferdinand","IN",1287,NA
"1130","4222260","Southern Columbia Area SD","Columbia County","Catawissa","PA",1285,NA
"1131","3502610","T OR C MUNICIPAL SCHOOLS","Sierra County","T OR C","NM",1285,NA
"1132","2504230","Douglas","Worcester County","Douglas","MA",1282,NA
"1133","1811910","Union-North United School Corp","St. Joseph County","Lakeville","IN",1281,NA
"1134","2931070","WARSAW R-IX","Benton County","WARSAW","MO",1281,NA
"1135","2503870","Concord-Carlisle","Middlesex County","Concord","MA",1280,NA
"1136","0901110","Derby School District","New Haven County","Derby","CT",1280,NA
"1137","2510980","Southborough","Worcester County","Southborough","MA",1280,NA
"1138","5900037","Tuba City Boarding School","Coconino County","Tuba City","AZ",1280,NA
"1139","3905000","Manchester Local","Summit County","Akron","OH",1279,NA
"1140","1717850","Northbrook ESD 27","Cook County","Northbrook","IL",1279,NA
"1141","5102730","NORTHUMBERLAND CO PBLC SCHS","Northumberland County","Lottsburg","VA",1279,NA
"1142","4400660","Narragansett","Washington County","Narragansett","RI",1278,NA
"1143","5000392","Otter Valley Unified Union School District #53","Rutland County","Brandon","VT",1278,NA
"1144","1601950","MARSH VALLEY JOINT DISTRICT","Bannock County","ARIMO","ID",1277,NA
"1145","3404020","Dunellen Public School District","Middlesex County","Dunellen","NJ",1270,NA
"1146","2929640","STRAFFORD R-VI","Greene County","STRAFFORD","MO",1268,NA
"1147","2917850","LAMAR R-I","Barton County","LAMAR","MO",1267,NA
"1148","1724870","Marshall CUSD 2C","Clark County","Marshall","IL",1267,NA
"1149","2507500","Maynard","Middlesex County","Maynard","MA",1265,NA
"1150","2510615","Shawsheen Valley Regional Vocational Technical","Middlesex County","Billerica","MA",1265,NA
"1151","1810410","South Knox School Corp","Knox County","Vincennes","IN",1265,NA
"1152","1710820","Westville CUSD 2","Vermilion County","Westville","IL",1265,NA
"1153","3303870","Hooksett School District","Merrimack County","Hooksett","NH",1263,NA
"1154","3418300","Wood-Ridge School District","Bergen County","Wood-Ridge","NJ",1263,NA
"1155","1731920","Pleasant Plains CUSD 8","Sangamon County","Pleasant Plains","IL",1261,NA
"1156","2909780","CLEVER R-V","Christian County","CLEVER","MO",1260,NA
"1157","1704620","Auburn CUSD 10","Sangamon County","Auburn","IL",1259,NA
"1158","2919410","MACON CO. R-I","Macon County","MACON","MO",1258,NA
"1159","2005790","Elkhart","Morton County","Elkhart","KS",1257,NA
"1160","3412450","Park Ridge School District","Bergen County","Park Ridge","NJ",1257,NA
"1161","1701403","North Mac CUSD 34","Macoupin County","Girard","IL",1254,NA
"1162","1723100","Lincolnwood SD 74","Cook County","Lincolnwood","IL",1252,NA
"1163","1801740","Perry Central Com Schools Corp","Perry County","Leopold","IN",1250,NA
"1164","2745735","ZUMBROTA-MAZEPPA SCHOOL DISTRICT","Wabasha County","MAZEPPA","MN",1248,NA
"1165","1802160","Clinton Prairie School Corporation","Clinton County","Frankfort","IN",1242,NA
"1166","3413890","River Edge School District","Bergen County","River Edge","NJ",1241,NA
"1167","1001680","Sussex Technical School District","Sussex County","Georgetown","DE",1241,NA
"1168","3303850","Hollis/Brookline Coop School District","Hillsborough County","Hollis","NH",1240,NA
"1169","1802910","Lake Station Community Schools","Lake County","Lake Station","IN",1239,NA
"1170","0504050","CAVE CITY SCHOOL DISTRICT","Sharp County","CAVE CITY","AR",1237,NA
"1171","0903210","Orange School District","New Haven County","Orange","CT",1234,NA
"1172","2718330","LUVERNE PUBLIC SCHOOL DISTRICT","Rock County","LUVERNE","MN",1231,NA
"1173","4400960","Scituate","Providence County","North Scituate","RI",1226,NA
"1174","1742630","Wilmington CUSD 209U","Will County","Wilmington","IL",1225,NA
"1175","2502710","Blackstone Valley Regional Vocational Technical","Worcester County","Upton","MA",1224,NA
"1176","3403360","Clinton Township School District","Hunterdon County","Lebanon","NJ",1224,NA
"1177","2513080","Winchendon","Worcester County","Winchendon","MA",1224,NA
"1178","3904603","Eastern Local School District","Brown County","Winchester","OH",1223,NA
"1179","0507320","HARMONY GROVE SCHOOL DISTRICT","Saline County","BENTON","AR",1223,NA
"1180","2921330","MONTGOMERY CO. R-II","Montgomery County","MONTGOMERY CITY","MO",1220,NA
"1181","1709540","Channahon SD 17","Will County","Channahon","IL",1218,NA
"1182","1724420","Northbrook/Glenview SD 30","Cook County","Northbrook","IL",1218,NA
"1183","2921540","MOUNTAIN VIEW-BIRCH TREE R-III","Shannon County","MOUNTAIN VIEW","MO",1217,NA
"1184","4216440","Neshannock Township SD","Lawrence County","New Castle","PA",1217,NA
"1185","3005310","Butte H S","Silver Bow County","Butte","MT",1216,NA
"1186","1810560","South Spencer County Sch Corp","Spencer County","Rockport","IN",1215,NA
"1187","3403390","Closter Public School District","Bergen County","Closter","NJ",1213,NA
"1188","5102490","MIDDLESEX CO PBLC SCHS","Middlesex County","Saluda","VA",1208,NA
"1189","0616650","Hart-Ransom Union Elementary","Stanislaus County","Modesto","CA",1207,NA
"1190","2717520","LAKE CITY PUBLIC SCHOOL DISTRICT","Wabasha County","LAKE CITY","MN",1207,NA
"1191","0691030","San Diego County Office of Education","San Diego County","San Diego","CA",1207,NA
"1192","2504290","Dover-Sherborn","Norfolk County","Dover","MA",1204,NA
"1193","1805880","Liberty-Perry Community Sch Corp","Delaware County","Selma","IN",1204,NA
"1194","3904643","Crestview Local","Columbiana County","Columbiana","OH",1203,NA
"1195","1726100","Millburn CCSD 24","Lake County","Old Mill Creek","IL",1203,NA
"1196","3402520","Butler Public School District","Morris County","Butler","NJ",1202,NA
"1197","2914490","HOLDEN R-III","Johnson County","HOLDEN","MO",1202,NA
"1198","1807110","Eastern Pulaski Community Sch Corp","Pulaski County","Winamac","IN",1200,NA
"1199","1724750","Maroa Forsyth CUSD 2","Macon County","Forsyth","IL",1198,NA
"1200","3904621","West Liberty-Salem Local","Champaign County","West Liberty","OH",1197,NA
"1201","1803120","Eastern Hancock Co Com Sch Corp","Hancock County","Charlottesville","IN",1195,NA
"1202","3629670","VOORHEESVILLE CENTRAL SCHOOL DISTRICT","Albany County","VOORHEESVILLE","NY",1195,NA
"1203","4641550","Lennox School District 41-4","Lincoln County","Lennox","SD",1194,NA
"1204","5506140","Hartland-Lakeside J3 School District","Waukesha County","Hartland","WI",1192,NA
"1205","1000750","POLYTECH School District","Kent County","Woodside","DE",1192,NA
"1206","2004920","Clearwater","Sedgwick County","Clearwater","KS",1191,NA
"1207","0903180","Old Saybrook School District","Middlesex County","Old Saybrook","CT",1191,NA
"1208","5507440","Kiel Area School District","Manitowoc County","Kiel","WI",1190,NA
"1209","2930360","TRENTON R-IX","Grundy County","Trenton","MO",1189,NA
"1210","1716860","Glencoe SD 35","Cook County","Glencoe","IL",1186,NA
"1211","2618180","Hemlock Public School District","Saginaw County","Hemlock","MI",1184,NA
"1212","2201050","Madison Parish","Madison Parish","Tallulah","LA",1183,NA
"1213","5500330","Tomorrow River School District","Portage County","Amherst","WI",1182,NA
"1214","4004020","BERRYHILL","Tulsa County","Tulsa","OK",1181,NA
"1215","2507920","Millis","Norfolk County","Millis","MA",1179,NA
"1216","2007380","Holton","Jackson County","Holton","KS",1176,NA
"1217","3904787","Kirtland Local","Lake County","Kirtland","OH",1175,NA
"1218","1810230","Smith-Green Community Schools","Whitley County","Churubusco","IN",1175,NA
"1219","1722110","La Salle-Peru Twp HSD 120","LaSalle County","La Salle","IL",1174,NA
"1220","1713660","Eldorado CUSD 4","Saline County","Eldorado","IL",1173,NA
"1221","1726610","Morris SD 54","Grundy County","Morris","IL",1173,NA
"1222","2702760","AITKIN PUBLIC SCHOOL DISTRICT","Aitkin County","AITKIN","MN",1172,NA
"1223","2007970","Kaw Valley","Pottawatomie County","St. Marys","KS",1170,NA
"1224","4205730","Chartiers-Houston SD","Washington County","Houston","PA",1169,NA
"1225","3629040","TUCKAHOE UNION FREE SCHOOL DISTRICT","Westchester County","EASTCHESTER","NY",1168,NA
"1226","2707500","CANNON FALLS PUBLIC SCHOOL DISTRICT","Goodhue County","CANNON FALLS","MN",1162,NA
"1227","1810530","South Ripley Com Sch Corp","Ripley County","Versailles","IN",1161,NA
"1228","2508160","Mount Greylock","Berkshire County","Williamstown","MA",1160,NA
"1229","0903480","Putnam School District","Windham County","Putnam","CT",1160,NA
"1230","0103300","Thomasville City","Clarke County","Thomasville","AL",1160,NA
"1231","2708070","CASS LAKE-BENA PUBLIC SCHOOLS","Cass County","CASS LAKE","MN",1158,NA
"1232","3303180","Gilford School District","Belknap County","Gilford","NH",1158,NA
"1233","1732670","Princeton ESD 115","Bureau County","Princeton","IL",1158,NA
"1234","1733930","Riverdale CUSD 100","Rock Island County","Port Byron","IL",1156,NA
"1235","2000004","Rock Creek","Pottawatomie County","St. George","KS",1155,NA
"1236","3175630","SPRINGFIELD PLATTEVIEW COMMUNITY SCHOOLS","Sarpy County","SPRINGFIELD","NE",1152,NA
"1237","2313860","Winslow Schools","Kennebec County","Winslow","ME",1152,NA
"1238","3904803","Northridge Local","Licking County","Johnstown","OH",1150,NA
"1239","1807920","North Newton School Corp","Newton County","Morocco","IN",1148,NA
"1240","1700222","Nippersink SD 2","McHenry County","Richmond","IL",1144,NA
"1241","1603360","WENDELL DISTRICT","Gooding County","WENDELL","ID",1143,NA
"1242","0803750","Ellicott School District No. 22 in the county of El Paso a","El Paso County","ELLICOTT","CO",1142,NA
"1243","1202015","UF LAB SCH","Alachua County","GAINESVILLE","FL",1140,NA
"1244","1800750","MSD BOONE TOWNSHIP","Porter County","Hebron","IN",1139,NA
"1245","2700182","REDWOOD AREA SCHOOL DISTRICT","Redwood County","REDWOOD FALLS","MN",1138,NA
"1246","1719660","Hoopeston Area CUSD 11","Vermilion County","Hoopeston","IL",1136,NA
"1247","1800118","North Central Parke Comm Schl Corp","Parke County","ROCKVILLE","IN",1135,NA
"1248","2512030","Ware","Hampshire County","Ware","MA",1134,NA
"1249","3630930","MOUNT MARKHAM CENTRAL SCHOOL DISTRICT","Herkimer County","WEST WINFIELD","NY",1132,NA
"1250","3622530","PAWLING CENTRAL SCHOOL DISTRICT","Dutchess County","PAWLING","NY",1132,NA
"1251","0902340","Mansfield School District","Tolland County","Storrs","CT",1131,NA
"1252","3405370","Franklin Lakes School District","Bergen County","Franklin Lakes","NJ",1129,NA
"1253","1731410","Porta CUSD 202","Menard County","Petersburg","IL",1128,NA
"1254","3404710","Emerson Public School District","Bergen County","Emerson","NJ",1127,NA
"1255","2918220","LAWSON R-XIV","Ray County","LAWSON","MO",1126,NA
"1256","2923490","PALMYRA R-I","Marion County","PALMYRA","MO",1123,NA
"1257","1807380","Nettle Creek School Corporation","Wayne County","Hagerstown","IN",1122,NA
"1258","5000444","Enosburgh-Richford Unified Union School District #88","Franklin County","Richford","VT",1118,NA
"1259","3407260","Hillsdale School District","Bergen County","HILLSDALE","NJ",1118,NA
"1260","1810500","South Putnam Community Schools","Putnam County","Greencastle","IN",1118,NA
"1261","5309240","Valley School District","Stevens County","Valley","WA",1118,NA
"1262","3301860","Berlin School District","Coos County","Berlin","NH",1116,NA
"1263","1741790","Westchester SD 92-5","Cook County","Westchester","IL",1116,NA
"1264","1806240","Madison-Grant United School Corp","Grant County","Fairmount","IN",1115,NA
"1265","2506900","Lincoln","Middlesex County","Lincoln","MA",1114,NA
"1266","2916230","JEFFERSON CO. R-VII","Jefferson County","FESTUS","MO",1111,NA
"1267","3413950","River Vale Public School District","Bergen County","River Vale","NJ",1111,NA
"1268","3629460","VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT","Nassau County","VALLEY STREAM","NY",1111,NA
"1269","2000350","Prairie Hills","Nemaha County","Sabetha","KS",1110,NA
"1270","3416620","Upper Saddle River School District","Bergen County","Upper Saddle River","NJ",1108,NA
"1271","0905373","The Woodstock Academy District","Windham County","Woodstock","CT",1107,NA
"1272","5007650","Saint Johnsbury School District","Caledonia County","Saint Johnsbury","VT",1103,NA
"1273","2010410","Santa Fe Trail","Osage County","Scranton","KS",1103,NA
"1274","3302670","Dresden School District","Grafton County","Hanover","NH",1102,NA
"1275","4110680","Rogue River SD 35","Jackson County","Rogue River","OR",1102,NA
"1276","1802220","Cloverdale Community Schools","Putnam County","Cloverdale","IN",1101,NA
"1277","5000411","Quarry Valley Unified Union School District #70","Rutland County","Rutland","VT",1100,NA
"1278","3818850","VALLEY CITY 2","Barnes County","Valley City","ND",1100,NA
"1279","2717250","LA CRESCENT-HOKAH SCHOOL DISTRICT","Houston County","LA CRESCENT","MN",1099,NA
"1280","3600021","MATTITUCK-CUTCHOGUE UNION FREE SCHOOL DISTRICT","Suffolk County","CUTCHOGUE","NY",1099,NA
"1281","5513290","Central/Westosha UHS School District","Kenosha County","Salem","WI",1098,NA
"1282","1710380","Skokie SD 73-5","Cook County","Skokie","IL",1098,NA
"1283","3413860","Ringwood School District","Passaic County","Ringwood","NJ",1097,NA
"1284","3904656","Independence Local","Cuyahoga County","Independence","OH",1095,NA
"1285","3305280","Newmarket School District","Rockingham County","Newmarket","NH",1095,NA
"1286","2501890","Amherst","Hampshire County","Amherst","MA",1093,NA
"1287","2711010","DOVER-EYOTA PUBLIC SCHOOL DISTRICT","Olmsted County","EYOTA","MN",1093,NA
"1288","3410230","Millstone Township School District","Monmouth County","Millstone Township","NJ",1093,NA
"1289","5605690","Sheridan County School District #1","Sheridan County","Ranchester","WY",1093,NA
"1290","0804950","Weld County School District No. Re-7","Weld County","KERSEY","CO",1093,NA
"1291","5103780","SUSSEX CO PBLC SCHS","Sussex County","Stony Creek","VA",1091,NA
"1292","2004620","Chapman","Dickinson County","Chapman","KS",1090,NA
"1293","1807080","Monroe Central School Corp","Randolph County","Parker City","IN",1090,NA
"1294","2700383","MORRIS AREA PUBLIC SCHOOLS","Stevens County","MORRIS","MN",1090,NA
"1295","5508220","Lomira School District","Dodge County","Lomira","WI",1088,NA
"1296","5000408","Paine Mountain School District","Orange County","Williamstown","VT",1088,NA
"1297","1708970","Center Cass SD 66","DuPage County","Downers Grove","IL",1084,NA
"1298","1704470","Athens CUSD 213","Menard County","Athens","IL",1082,NA
"1299","1801290","Carroll Consolidated School Corp","Carroll County","Flora","IN",1081,NA
"1300","3403060","CHESTER TOWNSHIP SCHOOL DISTRICT","Morris County","Chester","NJ",1080,NA
"1301","2506300","Hopedale","Worcester County","Hopedale","MA",1080,NA
"1302","2914840","HOUSTON R-I","Texas County","HOUSTON","MO",1080,NA
"1303","0806750","Strasburg School District 31J","Adams County","STRASBURG","CO",1080,NA
"1304","5102160","LANCASTER CO PBLC SCHS","Lancaster County","Kilmarnock","VA",1079,NA
"1305","5505490","Nicolet UHS School District","Milwaukee County","Glendale","WI",1079,NA
"1306","5101410","FRANKLIN CITY PBLC SCHS","Franklin city","Franklin","VA",1078,NA
"1307","1705430","Beecher CUSD 200U","Will County","Beecher","IL",1077,NA
"1308","0802640","Buena Vista School District No. R-31","Chaffee County","BUENA VISTA","CO",1077,NA
"1309","5512120","Poynette School District","Columbia County","Poynette","WI",1072,NA
"1310","3303510","Hampton School District","Rockingham County","Hampton","NH",1070,NA
"1311","1713920","Tri Valley CUSD 3","McLean County","Downs","IL",1070,NA
"1312","0901350","East Windsor School District","Hartford County","East Windsor","CT",1067,NA
"1313","2922740","NORTH CALLAWAY CO. R-I","Callaway County","KINGDOM CITY","MO",1067,NA
"1314","0805100","North Conejos School District No. Re1J","Conejos County","LA JARA","CO",1067,NA
"1315","5303810","Kalama School District","Cowlitz County","KALAMA","WA",1066,NA
"1316","1734440","Rockridge CUSD 300","Rock Island County","Taylor Ridge","IL",1066,NA
"1317","2506540","Kingston","Plymouth County","Kingston","MA",1065,NA
"1318","2623310","McBain Rural Agricultural Schools","Missaukee County","MC BAIN","MI",1065,NA
"1319","5504890","Northern Ozaukee School District","Ozaukee County","Fredonia","WI",1065,NA
"1320","5515600","Waterford UHS School District","Racine County","Waterford","WI",1064,NA
"1321","1810620","Southeast Fountain School Corp","Fountain County","Veedersburg","IN",1063,NA
"1322","2314440","RSU 64/MSAD 64","Penobscot County","East Corinth","ME",1059,NA
"1323","1810900","Southwest Parke Com Sch Corp","Parke County","Montezuma","IN",1057,NA
"1324","2700130","BLUE EARTH AREA PUBLIC SCHOOL","Faribault County","BLUE EARTH","MN",1056,NA
"1325","4813680","CHAPEL HILL ISD","Titus County","MOUNT PLEASANT","TX",1056,NA
"1326","3623490","PORT JEFFERSON UNION FREE SCHOOL DISTRICT","Suffolk County","PORT JEFFERSON","NY",1056,NA
"1327","1700125","Bureau Valley CUSD 340","Bureau County","Manlius","IL",1053,NA
"1328","3621180","NORTH SALEM CENTRAL SCHOOL DISTRICT","Westchester County","NORTH SALEM","NY",1053,NA
"1329","3628110","STILLWATER CENTRAL SCHOOL DISTRICT","Saratoga County","STILLWATER","NY",1051,NA
"1330","2700022","WADENA-DEER CREEK SCHOOL DISTRICT","Wadena County","WADENA","MN",1051,NA
"1331","4213380","Laurel SD","Lawrence County","New Castle","PA",1049,NA
"1332","3415960","Sussex-Wantage Regional School District","Sussex County","Sussex","NJ",1049,NA
"1333","2505880","Harvard","Worcester County","Harvard","MA",1048,NA
"1334","1738760","Teutopolis CUSD 50","Effingham County","Teutopolis","IL",1048,NA
"1335","2502580","Berlin-Boylston","Worcester County","Boylston","MA",1046,NA
"1336","3607380","CHESTER UNION FREE SCHOOL DISTRICT","Orange County","CHESTER","NY",1045,NA
"1337","3406450","Haledon Public School District","Passaic County","Haledon","NJ",1044,NA
"1338","1733300","Red Bud CUSD 132","Randolph County","Red Bud","IL",1044,NA
"1339","4215120","Mercer Area SD","Mercer County","Mercer","PA",1041,NA
"1340","1739090","Cumberland CUSD 77","Cumberland County","Toledo","IL",1038,NA
"1341","5505460","Glendale-River Hills School District","Milwaukee County","Glendale","WI",1038,NA
"1342","3904956","Lakota Local","Sandusky County","Kansas","OH",1036,NA
"1343","1728650","Norridge SD 80","Cook County","Norridge","IL",1035,NA
"1344","5510500","New Glarus School District","Green County","New Glarus","WI",1034,NA
"1345","4024930","PRAGUE","Lincoln County","PRAGUE","OK",1034,NA
"1346","2929520","STOCKTON R-I","Cedar County","STOCKTON","MO",1034,NA
"1347","1806630","Milan Community Schools","Ripley County","Milan","IN",1033,NA
"1348","5513100","Rosendale-Brandon School District","Fond du Lac County","Rosendale","WI",1032,NA
"1349","1711880","Deer Creek-Mackinaw CUSD 701","Tazewell County","Mackinaw","IL",1031,NA
"1350","3417730","Westampton Township Public School District","Burlington County","Westampton","NJ",1030,NA
"1351","3904859","Fort Recovery Local","Mercer County","Fort Recovery","OH",1028,NA
"1352","2500541","Somerset Berkley Regional School District","Bristol County","Somerset","MA",1026,NA
"1353","4031710","WASHINGTON","McClain County","Washington","OK",1026,NA
"1354","3603660","AVON CENTRAL SCHOOL DISTRICT","Livingston County","AVON","NY",1023,NA
"1355","0691027","Sacramento County Office of Education","Sacramento County","Sacramento","CA",1022,NA
"1356","5003930","Fairfax School District","Franklin County","Fairfax","VT",1021,NA
"1357","1720220","Itasca SD 10","DuPage County","Itasca","IL",1021,NA
"1358","1700099","ISU Laboratory Schools","McLean County","Normal","IL",1020,NA
"1359","4212330","Jeannette City SD","Westmoreland County","Jeannette","PA",1020,NA
"1360","1700123","Meridian CUSD 15","Macon County","Macon","IL",1020,NA
"1361","5513350","Salem School District","Kenosha County","Salem","WI",1020,NA
"1362","2741850","WARROAD PUBLIC SCHOOL DISTRICT","Roseau County","WARROAD","MN",1020,NA
"1363","0400463","Arizona State Schools for the Deaf and the Blind (6393)","Pima County","TUCSON","AZ",1019,NA
"1364","5100990","COVINGTON CITY PBLC SCHS","Covington city","Covington","VA",1018,NA
"1365","5510530","New Holstein School District","Calumet County","New Holstein","WI",1018,NA
"1366","3904821","Ottawa Hills Local","Lucas County","Toledo","OH",1017,NA
"1367","5511070","Oostburg School District","Sheboygan County","Oostburg","WI",1015,NA
"1368","3303960","Inter-lakes School District","Belknap County","Meredith","NH",1013,NA
"1369","5515150","Union Grove UHS School District","Racine County","Union Grove","WI",1012,NA
"1370","2501740","Acushnet","Bristol County","Acushnet","MA",1010,NA
"1371","2914400","LAFAYETTE CO. C-1","Lafayette County","HIGGINSVILLE","MO",1010,NA
"1372","2918480","LEXINGTON R-V","Lafayette County","LEXINGTON","MO",1010,NA
"1373","2200054","Recovery School District-LDE","East Baton Rouge Parish","Baton Rouge","LA",1010,NA
"1374","3600002","SAUQUOIT VALLEY CENTRAL SCHOOL DISTRICT","Oneida County","SAUQUOIT","NY",1010,NA
"1375","4103990","Dayton SD 8","Yamhill County","Dayton","OR",1009,NA
"1376","3414370","Rumson Borough School District","Monmouth County","Rumson","NJ",1009,NA
