"","state","acfrs_original_name","acfrsID","ncesID"
"2979","OH","Foxfire High School","83125",NA
"2980","OH","Darke County Educational Service Center","43620",NA
"2981","OH","Canton College Preparatory School","82703",NA
"2982","OH","Four County Career Center","83122",NA
"2983","OH","Columbiana County Career and Technical Center","82840",NA
"2984","OH","Groveport Community School","54216",NA
"2985","OH","Kids Care Elementary","83453",NA
"2986","OH","Life Skills - Lake Erie International High School","83539",NA
"2987","OH","North Bass Local School District","83938",NA
"2988","OH","Medina County Joint Vocational School District","83712",NA
"2989","OH","Mason Run High School","83688",NA
"2990","OH","Pioneer Career and Technology Center","84123",NA
"2991","OH","Vantage Career Center","84658",NA
"2992","OH","Mound Street Academies","83842",NA
"2993","OH","Lighthouse Community School","83554",NA
"2994","OH","Life Skills Invictus High School","83551",NA
"2995","OH","The Graham School","84540",NA
"2996","OH","Tri-County Educational Service Center","65134",NA
"2997","OH","Middle Bass Local School District","83759",NA
"2998","OH","Springfield Clark Career Technology Center","84409",NA
"2999","OK","Bowlegs Public Schools I-3","146895",NA
"3000","OH","Riverside Community School Inc","84246",NA
"3001","OH","Pike County Joint Vocational School District","84118",NA
"3002","OH","Newbury Local School District","83915",NA
"3003","OH","Portage Lakes Career Center","37272",NA
"3004","OH","Miami Valley Academies","83751",NA
"3005","OH","Midnimo Cross Cultural Middle School","83769",NA
"3006","OH","Midwest Regional Educational Service Center","66036",NA
"3007","OH","U. S. Grant Joint Vocational School District","84609",NA
"3008","OH","Life Skills Marshall High School","83552",NA
"3009","OK","Cordell Independent School District No. 78","291018",NA
"3010","OK","Berryhill School District No. 1-10","146878",NA
"3011","OK","Hydro-Eakly Independent School District No. 11","398901",NA
"3012","OK","Bennington School District Number 1-40","146876",NA
"3013","OK","Hooker School District Number 1-23","147183",NA
"3014","OK","LeFlore School District No. I-016","227708",NA
"3015","OK","Hartshome School District No. 1","227838",NA
"3016","OK","Greasy Public School District C-32","147131",NA
"3017","OK","Mulhall-Orlando Independent School District No. 42-1003","147345",NA
"3018","OK","Idabel School District No. 1-005","147193",NA
"3019","OK","Leedey Independent School District No. 3","147264",NA
"3020","OK","School District No. C-04","147469",NA
"3021","OK","Southern Oklahoma Technology Center V-20","65192",NA
"3022","OK","South Oklahoma City Area School District","147600",NA
"3023","OR","Philomath School District No. 17j","86639",NA
"3024","OR","Pine Eagle School District No. 61","85074",NA
"3025","OK","Wayne Independent School District No. 10","147727",NA
"3026","OR","Monroe School District No. 1j","85117",NA
"3027","OR","Burnt River School District No. 30-J","90967",NA
"3028","OR","Benton County School District 7j","90838",NA
"3029","OR","Huntington School District No. 16j","90820",NA
"3030","OR","West Linn-Wilsonville School District No. 3jt","42417",NA
"3031","OR","Douglas County School District No. 21","85193",NA
"3032","OR","Center for Advanced Learning","85223",NA
"3033","OR","Douglas County School District 15","91006",NA
"3034","OR","Vernonia School District No. 47","228523",NA
"3035","OR","Coos County School District No. 54","228087",NA
"3036","OR","Douglas County School District No. 34","85532",NA
"3037","OR","Douglas County School District No. 32","85531",NA
"3038","OR","Douglas County School District No. 70","85534",NA
"3039","OR","The Emerson School","190961",NA
"3040","OR","Grant County School District 16j","90914",NA
"3041","OR","Grant County School District No. 4","85730",NA
"3042","OR","Harney County School District No. 5","85785",NA
"3043","OR","Harney County Educational Service District Region XVII","164421",NA
"3044","OR","Union High School District No. 1j","85780",NA
"3045","OR","Harney County School District No. 28","85781",NA
"3046","OR","Harney County School District 10","85769",NA
"3047","OR","Harney County School District No. 7","85786",NA
"3048","OR","South Harney School District No. 33","85783",NA
"3049","OR","Grant County Educational Service District","85722",NA
"3050","OR","Fossil School District 21j","85664",NA
"3051","OR","Harney County School District No. 16","85779",NA
"3052","OR","Arlington School District No. 3","85692",NA
"3053","OR","Intermountain Educational Service District","55430",NA
"3054","OR","Lake County School District No. 18","86085",NA
"3055","OR","Santiam Canyon School District No. 129j","86183",NA
"3056","OR","Jackson County School District No. 91","85933",NA
"3057","OR","Insight School of Oregon Painted Hills","85894",NA
"3058","OR","Ione School District 2","85902",NA
"3059","OR","The Lighthouse School","190977",NA
"3060","OR","Union County School District No. 11","85890",NA
"3061","OR","Marcola School District No. 79j","86128",NA
"3062","OR","Jackson County School District No. 59","85930",NA
"3063","OR","Mckenzie School District No. 68","86311",NA
"3064","OR","Jefferson County Educational Service District","85953",NA
"3065","OR","Central Linn School District No. 552c","86185",NA
"3066","OR","Lane Library District","86134",NA
"3067","OR","Lane County School District No. 32","86118",NA
"3068","OR","Harper School District No. 66","86253",NA
"3069","OR","Malheur County School District No. 12","90883",NA
"3070","OR","Blachly School District No. 90","86129",NA
"3071","OR","Malheur Educational Service District","164430",NA
"3072","OR","Gresham-Barlow School District 10jt","86447",NA
"3073","OR","Annex School District No. 29","86249",NA
"3074","OR","Lake County Educational Service District","164427",NA
"3075","OR","Mosier Community School","86419",NA
"3076","OR","Multnomah County School District No. 7","197346",NA
"3077","OR","Lake County School District No. 21","86086",NA
"3078","OR","Lake County School District No. 14","86084",NA
"3079","OR","Lake County School District No. 11","190992",NA
"3080","OR","Region 18 Educational Service District","153367",NA
"3081","OR","North Central Educational Service District","164433",NA
"3082","OR","Southern Oregon Education Service District","191001",NA
"3083","OR","Springwater Environmental Sciences School","86961",NA
"3084","OR","South Columbia Family School","86926",NA
"3085","OR","Umatilla County School District No. 8R","87124",NA
"3086","OR","South Coast Educational Service District","164439",NA
"3087","OR","Helix School District #1r","87115",NA
"3088","OR","Union County School District No. 15","87144",NA
"3089","OR","Tigard-Tualatin School District 23J","87260",NA
"3090","OR","Union County School District No.1","87143",NA
"3091","OR","North Powder School District","87147",NA
"3092","OR","Ukiah School District #80r","87123",NA
"3093","OR","Wasco County School District No. 29","90886",NA
"3094","OR","Union County School District 23","90888",NA
"3095","OR","Willamette Education Service District","197358",NA
"3096","PA","Bucks County Technical High School","42507",NA
"3097","PA","Appalachia Intermediate Unit 8","60736",NA
"3098","OR","Siletz Valley School","86888",NA
"3099","OR","Newberg School District No. 29j","87364",NA
"3100","PA","Blast Intermediate Unit 17","38074",NA
"3101","OR","Dayton School District No.8","398961",NA
"3102","OR","Amity School District No. 4J","282714",NA
"3103","PA","Career Technology Center of Lackawanna County","87518",NA
"3104","OR","Wheeler County School District No. 1","87300",NA
"3105","PA","Bucks County Intermediate Unit 22","151326",NA
"3106","PA","Capital Area Intermediate Unit","37958",NA
"3107","PA","Bristol Township School District","228590",NA
"3108","PA","Berks Career and Technology Center","95696",NA
"3109","PA","Derry Township School District","228648",NA
"3110","PA","Eastern Center for Arts and Technology","38103",NA
"3111","PA","Lehigh Career and Technical Institute","46359",NA
"3112","PA","Delaware Intermediate Unit County","151348",NA
"3113","PA","Montgomery County Intermediate Unit","151386",NA
"3114","PA","Dauphin County Technical School","37966",NA
"3115","PA","Lancaster County Career and Technology Center","41216",NA
"3116","PA","Lancaster-Lebanon Intermediate Unit 13","38038",NA
"3117","PA","Greater Altoona Career and Technology Center","37893",NA
"3118","PA","Riverview Intermediate Unit 6","37940",NA
"3119","PA","Somerset County Technology Center","55884",NA
"3120","PA","Northwestern Lehigh School District","49457",NA
"3121","PA","Northwest Tri-County Intermediate Unit","228813",NA
"3122","PA","Northeastern School District","38192",NA
"3123","PA","Portage Area School District","37917",NA
"3124","PA","School District of the City of York","87500",NA
"3125","PA","York County School of Technology","38200",NA
"3126","PA","Wilkes-Barre Area Career and Technical Center","38068",NA
"3127","PA","Jefferson County-Dubois Area Vocational Technical School","65034",NA
"3128","PA","Venango Technology Center","38154",NA
"3129","SC","Anderson County School District No. 3","1036744",NA
"3130","SC","Clover School District Number Two","45162",NA
"3131","SC","Marion County School District","38357",NA
"3132","SC","Fort Mill School District Four","38374",NA
"3133","SC","School District Five of Lexington and Richland Counties","42476",NA
"3134","SC","Rock Hill School District Three","38375",NA
"3135","TN","Alamo City Schools","106528",NA
"3136","SD","Black Hills Special Services Cooperative","38433",NA
"3137","TN","Alamo City School-Board of Education","106527",NA
"3138","TN","Athens City Board of Education","40334",NA
"3139","SD","South Central Cooperative","54697",NA
"3140","SC","Union County Schools","38372",NA
"3141","SD","Southeast Area Cooperative","38445",NA
"3142","TN","Board of Education Town of Greeneville","401769",NA
"3143","TN","Greeneville-Greene County Center for Technology","106895",NA
"3144","TN","Clarksville-Montgomery County School System","106691",NA
"3145","TN","Humboldt Board of Education","106978",NA
"3146","TN","Crosstown High School","106744",NA
"3147","TN","Johnson City Schools","107048",NA
"3148","TN","Collierville City Schools","106715",NA
"3149","TN","Kenton Special School District","107060",NA
"3150","TN","KIPP Nashville","197466",NA
"3151","TN","Lenoir City Schools","107101",NA
"3152","TN","Metropolitan Nashville Public Schools","107203",NA
"3153","TN","Millington Municipal Schools Internal School Funds","107215",NA
"3154","TN","Oak Ridge Schools","107279",NA
"3155","TN","Oak Ridge City School fund","107280",NA
"3156","TN","Compass Community Schools","168875",NA
"3157","TN","Perea Elementary School","107307",NA
"3158","TN","Tennessee School for the Blind - Internal School Fund","107403",NA
"3159","TN","Shelby County Schools","107431",NA
"3160","TN","Union City Schools","107534",NA
"3161","TX","D'hanis Independent School District","163546",NA
"3162","TX","Education Service Center Region XV","40219",NA
"3163","TX","Davis Independent School District No. 1-10","163593",NA
"3164","TX","Education Service Center Region 11","40486",NA
"3165","TX","Education Service Center Region 10","45474",NA
"3166","TX","Education Service Center Region XIV","40358",NA
"3167","TX","Harris County Department of Education","40864",NA
"3168","TX","Higgins Independent School District","163651",NA
"3169","TX","O'donnell Independent School District","163830",NA
"3170","TX","S and S Consolidated Independent School District","230083",NA
"3171","TX","Region 17 Education Service Center","40357",NA
"3172","TX","Region III Education Service Center","39230",NA
"3173","TX","Region 16 Education Service Center","39146",NA
"3174","TX","Region 19 Education Service Center","38927",NA
"3175","TX","Region 18 Education Service Center","41696",NA
"3176","TX","Region VIII Education Service Center","39207",NA
"3177","TX","Region VII Education Service Center","41686",NA
"3178","TX","Region 9 Education Service Center","39246",NA
"3179","UT","Central Utah Educational Services","102367",NA
"3180","UT","The Winter Sports School in Park City","102449",NA
"3181","UT","Uintah River High School","102455",NA
"3182","UT","Walden School of Liberal Arts","102465",NA
"3183","UT","Northeastern Utah Educational Services","102418",NA
"3184","VA","School Board of the City of Richmond","88796",NA
"3185","VT","Windham Central Supervisory Union","39386",NA
"3186","VA","School Board of the City of Portsmouth","197663",NA
"3187","VA","The School Board of the City of Newport News","88810",NA
"3188","VA","School Board of the City of Roanoke","197668",NA
"3189","VT","Lamoille North Supervisory Union","39375",NA
"3190","VT","Franklin Northeast Supervisory Union","43329",NA
"3191","VT","Orleans Southwest Supervisory Union","39379",NA
"3192","VT","Two Rivers Supervisory Union","57407",NA
"3193","VT","Orleans Central Supervisory Union","39377",NA
"3194","WI","School District of Kaukauna","40036",NA
"3195","WI","School District of Hartford Joint No.1","89490",NA
"3196","WI","Pewaukee School District","40093",NA
"3197","WI","School District of the Menomonie Area","39969",NA
"3198","VT","Windham Southeast Supervisory Union","39388",NA
"3199","VT","Windham Northeast Supervisory Union","39387",NA
"3200","WI","West De Pere School District","230800",NA
"3201","VT","Windham Southwest Supervisory Union","46659",NA
"3202","CA","Alameda County Office of Education","40359",NA
"3203","CA","Kern County Office of Education","30818",NA
"3204","CA","Butte County Office of Education","42186",NA
"3205","CA","Humboldt County Office of Education","31680",NA
"3206","CO","Byers School District Number 32j","167276",NA
"3207","CA","Glenn County Office of Education","43353",NA
"3208","CO","Freemont County School District Re-2","167280",NA
"3209","CO","Northwest Colorado Board of Cooperative Educational Services","41619",NA
"3210","CA","Stanislaus County Office of Education","31725",NA
"3211","CA","East San Gabriel Valley Regional Occupational Program","31259",NA
"3212","CA","Shasta County Office of Education","31719",NA
"3213","CA","Kings County Office of Education","42904",NA
"3214","IL","Cook County Midlothian School District No. 143","167447",NA
"3215","IL","Rock Island-Milan School District No. 41","33114",NA
"3216","IL","Kaskaskia Special Education District 801","167480",NA
"3217","IL","O'fallon Township High School District No. 203","42796",NA
"3218","IL","LaSalle-Peru Township High School No. 120","1027408",NA
"3219","KS","Butler County Special Education Interlocal No. 638","57453",NA
"3220","KS","Bourbon County Unified School District 234","33483",NA
"3221","IL","Westchester Public School District 92½","167556",NA
"3222","KS","Unified School Distrct No. 379","167602",NA
"3223","IL","Vermilion County School District 2 Westville Commmunity Unit","167550",NA
"3224","KS","Southeast Kansas Special Education Interlocal 637","49456",NA
"3225","MA","Diman Regional Vocational Technical High School","196825",NA
"3226","MI","Muskegon Area Intermediate School District","1091490",NA
"3227","MI","School District of the City of River Rouge","161832",NA
"3228","MN","Independent School District No. 181","167801",NA
"3229","MN","Area Special Education Cooperative","167796",NA
"3230","MO","Hickory County R-1 School District","167894",NA
"3231","MI","Montcalm Area Intermediate School District","161774",NA
"3232","MI","University Prep Art and Design","190004",NA
"3233","MO","Francis Howell R-III School District","35304",NA
"3234","MO","Hollister R-V School District","35340",NA
"3235","MO","Fredericktown R-1 School District","167891",NA
"3236","MN","Independent School District No. 001","167819",NA
"3237","MO","Henry County R-I School District","35225",NA
"3238","MN","Hopkins Public Schools-ISD No. 270","99084",NA
"3239","MN","Meeker and Wright Special Education Cooperative","167852",NA
"3240","MN","Inependent School District No. 16","167827",NA
"3241","MO","Reorganized School Distict No IV of Jackson County","167913",NA
"3242","MO","Nevada R-V School District","167907",NA
"3243","MO","Thayer R-II School District","41934",NA
"3244","MO","Reogranized School District R-II of Cape Girardeau County","167912",NA
"3245","MO","Schuyler County R-I School District","167919",NA
"3246","MO","Scott City R-1 School District","167920",NA
"3247","MO","Reorganized School District R-IV of Lincoln","167916",NA
"3248","MO","Summersville R-II School District","167922",NA
"3249","MO","Palmyra R-1 School District","167910",NA
"3250","MO","West Plains R-VII School District","35228",NA
"3251","MO","Saint Charles R-VI School District","167917",NA
"3252","MI","Copper Country Intermediate School District","34437",NA
"3253","MO","Reorganized School District No II of Barton County","167915",NA
"3254","MO","Marshfield R-1 School District","167901",NA
"3255","MO","Reorganized School District No. 1","167914",NA
"3256","MO","Lonedell R-14 School District","167899",NA
"3257","MT","Hardin School District No 1 & 17h","167940",NA
"3258","MO","Sturgeon R-V School District","167921",NA
"3259","MT","Lodge Grass School District No 27 and 2","35388",NA
"3260","MT","Ashland School District No. 32j","44508",NA
"3261","NJ","Fairfield Township School District","225128",NA
"3262","NJ","Little Egg Harbor Township School District","225154",NA
"3263","NJ","Mantua Township School District","225161",NA
"3264","NJ","Pemberton Township School District","225184",NA
"3265","NJ","Hamilton Township Board of Education","168052",NA
"3266","NJ","Township of Middle Board of Education","197035",NA
"3267","NJ","Hazlet Township School District","225141",NA
"3268","NJ","Lumberton Township School District","225158",NA
"3269","NJ","Mullica Township School District","225170",NA
"3270","NJ","Millburn Township School District","225165",NA
"3271","NJ","Pittsgrove Township School District","225227",NA
"3272","NJ","Hamilton Township School District","225139",NA
"3273","NJ","Rockaway Township School District","225203",NA
"3274","NJ","Freehold Township School District","225131",NA
"3275","NJ","Cumberland County Board of Vocational Education","168034",NA
"3276","NJ","Evesham Township School District","35733",NA
"3277","NJ","Fort Lee Borough School District","168047",NA
"3278","NJ","Florence Township School District","225129",NA
"3279","NJ","Wharton Board of Education","225245",NA
"3280","NY","Board of Cooperative Educational Services of Rockland County","36365",NA
"3281","NJ","Pennsville Township School District","225187",NA
"3282","OH","Eastland Fairfield Career and Technical Schools","197128",NA
"3283","NJ","Township of South Brunswick School District","225228",NA
"3284","NJ","Vernon Township School District","225235",NA
"3285","NJ","Township of Union School District","225229",NA
"3286","OH","Mahoning County Educational Service Center","42308",NA
"3287","NY","Oswego County Board of Cooperative Educational Services","197102",NA
"3288","NY","Otsego Northern Catskills BOCES","168209",NA
"3289","OH","Clay Avenue Community School","53699",NA
"3290","OH","Summit Educational Service Center","84500",NA
"3291","OK","Harrah Public School District ISD 7","190810",NA
"3292","OR","Sheridan School District No. 48j","191013",NA
"3293","OK","Great Plains Technology Center School District No.9","103048",NA
"3294","OH","Pathway School of Discovery","51543",NA
"3295","OK","Pauls Valley School District No. 1-018","225992",NA
"3296","OR","Lebanon Community School District No. 9","86149",NA
"3297","OK","Skiatook School District No. 1-7","198302",NA
"3298","PA","Pittsburgh-Mount Oliver Intermediate Unit 2","37852",NA
"3299","PA","Midwestern Intermediate Unit IV","38080",NA
"3300","OR","South Lane School District No. 45j3","197353",NA
"3301","PA","Seneca Highlands Intermediate Unit Nine","42756",NA
"3302","PA","School District of the City of Jeannette","87497",NA
"3303","PA","Tuscarora Intermediate Unit 11","38081",NA
"3304","SC","Denmark-Olar School District No. Two of Bamberg County","168833",NA
"3305","PA","Indiana County Technology Center","38008",NA
"3306","SC","The Consolidated School District of Aiken County","38314",NA
"3307","IN","Garrett-Keyser-Butler Community School District","168491",NA
"3308","AK","City of Saint Mary's School District","167071",NA
"3309","ME","School Administrative District No. 27","167738",NA
"3310","PA","Colonial Intermediate Unit 20","38112",NA
"3311","IN","North Central Parke Community School Corporation","168500",NA
"3312","MN","Minnetonka Public Schools ISD No. 276","81362",NA
"3313","PA","Beaver Valley Intermediate Unit","37872",NA
"3314","MO","Miller R-II School District","167902",NA
"3315","OH","Cascade Career Prep High School","168651",NA
"3316","OH","Jefferson Township Local School District","225723",NA
"3317","PA","Central Susquehanna Intermediate Unit No. 16","153402",NA
"3318","OH","Capital City Career Prep High School","168650",NA
"3319","OH","North Woods Career Prep High School","168660",NA
"3320","OK","Sovereign Community School District No. J-4","168683",NA
"3321","OR","Wahtonka Community School","190996",NA
"3322","VT","Windham Southeast School District","169242",NA
"3323","UT","Salt Lake City Open Classroom","197633",NA
"3324","WV","Southern Educational Services Cooperative","66409",NA
"3325","AR","Camden Fairview School District No. 16","1027241",NA
"3326","VT","Orange Southwest School District","59303",NA
"3327","CT","Regional Supervision District Board of Education","68357",NA
"3328","VT","Caledonia Central Supervisory Union","44828",NA
"3329","MI","Breckenridge Community School District","160817",NA
"3330","MI","Bay-Arenac Community High School","161443",NA
"3331","MI","Arenac Eastern School District","161439",NA
"3332","MI","Branch Line School","161644",NA
"3333","MI","Bessemer Area Schools","161529",NA
"3334","MI","Coon School, Berlin Township School District #3","161539",NA
"3335","MI","Chatfield School","161564",NA
"3336","MI","Burt Township School District No. 2","161625",NA
"3337","MI","Carsonville-Port Sanilac Schools","161633",NA
"3338","MI","Colon Community Schools","161667",NA
"3339","MI","Big Burning School","161547",NA
"3340","MI","Cornerstone Health & Technology High School","161671",NA
"3341","MI","Excelsior District No. 1","161693",NA
"3342","MI","Francis Street Primary School","161568",NA
"3343","MI","Flextech High School","161584",NA
"3344","MI","Flextech High School Shepherd","161531",NA
"3345","MI","Flex High School of Michigan","161513",NA
"3346","MI","Riverside School - Hagar Township #6","161447",NA
"3347","MI","Harbor Springs Public Schools","161481",NA
"3348","MI","Kensington Woods Schools","161597",NA
"3349","MI","Kingston Community Schools","161738",NA
"3350","MI","Lakeshore Public School","161454",NA
"3351","MI","Kingsbury Country Day School","161737",NA
"3352","MI","Dr. Joseph F. Pollack Academic Center of Excellence","161686",NA
"3353","MI","Detroit Public Schools","161679",NA
"3354","MI","Deckerville Community Schools","161677",NA
"3355","MI","School District of the City of Highland Park","161720",NA
"3356","MI","Hemlock Public Schools","161718",NA
"3357","MI","Homer Community Schools","161460",NA
"3358","MI","Ida Public Schools","161727",NA
"3359","MI","North LeValley School, Ionia Township School District #2F","161588",NA
"3360","MI","Mcbain Rural Agricultural School","161760",NA
"3361","MI","Mar Lee School","161462",NA
"3362","MI","Mendon Community Schools","161764",NA
"3363","MI","NexTech High School","161797",NA
"3364","MI","Northport Public School","161805",NA
"3365","MI","Old Mission Peninsula School","161809",NA
"3366","MI","Owendale-Gagetown Area Schools","161814",NA
"3367","MI","Onaway Area Community Schools","161487",NA
"3368","MI","School District of the City of Muskegon Heights","161783",NA
"3369","MI","North Dickinson County School District","161509",NA
"3370","MI","Newaygo County Regional Educational Service Agency","161795",NA
"3371","MI","Peck Community Schools","161818",NA
"3372","MI","School District of the City of Inkster","161845",NA
"3373","MI","The Greenspire School","161865",NA
"3374","MI","Adams Schools","161847",NA
"3375","MI","River School - Sodus Township #5","161465",NA
"3376","MI","The James and Grace Lee Boggs School","161866",NA
"3377","MI","Verona Mills School","161884",NA
"3378","MI","Eccles School","161848",NA
"3379","MI","Whiteford Agricultural School District of the Counties of Lenawee and Monroe","161913",NA
"3380","TN","Lexington City School System","107110",NA
"3381","OH","Tolles Career and Technical Center","48590",NA
"3382","OK","Kiamichi Technology Center No. 7","37418",NA
"3383","AZ","Naatsis'aan Community School Inc","46736",NA
"3384","MI","Windover High School","161918",NA
"3385","MI","Woodland School","161920",NA
"3386","CA","Community Collaborative Virtual School","169346",NA
"3387","IL","Leyden Area Special Education","169390",NA
"3388","CA","Solana Beach School District","146658",NA
"3389","MN","Independent School District No. 6070-50 Itasca Area Schools Collaborative","169425",NA
"3390","MN","Independent School District 2198","169423",NA
"3391","MO","Southland Consolidated School District No C-9","169435",NA
"3392","MI","Macomb Intermediate School District","1091484",NA
"3393","MI","Oakland FlexTech High School","169609",NA
"3394","FL","The Florida School for the Deaf and the Blind","157127",NA
"3395","OK","Dahlonegah School District No. CO29","282676",NA
"3396","MI","St. Joseph County Intermediate School District","1091502",NA
"3397","IA","Iowa Star School 28e Retention Pool Trust","169574",NA
"3398","LA","Webster Parish School Board","169586",NA
"3399","OH","Polaris Career Center","37069",NA
"3400","OH","Lorain County Joint Vocational School District","37160",NA
"3401","TN","Explore Community School","106829",NA
"3402","MI","Grosse Pointe Public School System","1091468",NA
"3403","CA","Imperial County Office of Education","146228",NA
"3404","CA","Mono County Office of Education","40361",NA
"3405","CA","Yuba County Office of Education","31736",NA
"3406","CO","Sheridan School District No. 2","43706",NA
"3407","CA","Richland Union School District","31172",NA
"3408","KS","Southeast Kansas Education Service Center","40507",NA
"3409","NM","Ch'ooshgai Community School Board of Education, Inc","82134",NA
"3410","MT","Pryor School District No. 2 & 3","1036683",NA
"3411","KS","Interlocal No. 608 Northeast Kansas Education Service Center","74721",NA
"3412","IL","Eldorado Community Unit School District #4","33128",NA
"3413","MT","Bear Paw Cooperative","47377",NA
"3414","OH","Hamilton County Educational Service Center","41864",NA
"3415","NM","Cuba Independent School District No. 62","44045",NA
"3416","OH","Athens-Meigs Educational Service Center","45721",NA
"3417","NY","Orleans-Niagara Boces","36336",NA
"3418","OH","Collins Career Center","57390",NA
"3419","OH","Auglaize County Educational Service Center","52127",NA
"3420","PA","Berks County Intermediate Unit","400715",NA
"3421","OH","Southern Ohio Educational Service Center","44854",NA
"3422","OH","Constellation Schools Parma Community","82900",NA
"3423","PA","Luzerne Intermediate Unit","38066",NA
"3424","OK","Grandview School District No. Co34","37384",NA
"3425","PA","Hempfield Area School District","56033",NA
"3426","PA","Lenape Technical School","37862",NA
"3427","PA","Arin Intermediate Unit 28","38009",NA
"3428","OH","Educational Service Center of Northeast Ohio","37068",NA
"3429","VT","Windsor Central Supervisory Union","48634",NA
"3430","CO","Pagosa Peak Open School","171026",NA
"3431","CA","Mendocino County Office of Education","91067",NA
"3432","MN","Perham Independent School District No. 549","196908",NA
"3433","CA","Amethod Public Schools","171010",NA
"3434","MN","Farmington Independent School District No. 192","196916",NA
"3435","CA","Solano County Office of Education","31722",NA
"3436","OH","Muskingum Valley Educational Service Center","43879",NA
"3437","CT","Eastern Connecticut Regional Educational Service Center","68203",NA
"3438","PA","Carbon Lehigh Intermediate Unit 21","38055",NA
"3439","PA","Northeastern Educational Intermediate Unit","38023",NA
"3440","NJ","Hudson County Schools of Technology","35621",NA
"3441","PA","Schuylkill Technology Center","38133",NA
"3442","MI","Branch Intermediate School District","161452",NA
"3443","AR","Earle School District No. 1","1027254",NA
"3444","CA","Placer County Office of Education","31703",NA
"3445","MO","Morgan County R-II School District","35274",NA
"3446","ME","Indian Township Passamaquoddy School Committee","93954",NA
"3447","NJ","Elmwood Park Board of Education","35711",NA
"3448","GA","City of Decatur Board of Education","70975",NA
"3449","ND","Wil-Mac Multidistrict Special Education Unit","47416",NA
"3450","MO","Laclede County C-5 School District","35253",NA
"3451","OR","Centennial School District No. 28jt","86449",NA
"3452","OH","Washington County Career Center","37302",NA
"3453","MO","Warrensburg R-VI School District","35251",NA
"3454","OH","Tri-County Career Center","37003",NA
"3455","OR","Coos County School District No. 31","85391",NA
"3456","MO","St James R-I School District","45364",NA
"3457","OR","Harney County School District No. 13","85770",NA
"3458","OR","Jefferson County School District No. 8","85959",NA
"3459","MO","Poplar Bluff R-I School District","35180",NA
"3460","OH","Wood County Educational Service Center","40327",NA
"3461","MA","Lower Pioneer Valley Educational Collaborative","171166",NA
"3462","MN","Detroit Lakes Independent School District No. 22","196903",NA
"3463","OR","Troy School District No. 54","90962",NA
"3464","MO","Fort Zumwalt School District","35302",NA
"3465","IL","Bureau, Henry, and Stark Counties Regional Office of Education No. 28","47467",NA
"3466","OH","Clark-Shawnee Local School District","37027",NA
"3467","OH","North Central Ohio Educational Service Center","39606",NA
"3468","PA","Clearfield County Career and Technology Center","37948",NA
"3469","NY","City School District of the City of Schenectady","82228",NA
"3470","CA","Napa County Office of Education","31698",NA
"3471","PA","Lebanon County Career and Technology Center","38049",NA
"3472","CA","Marin County Office of Education","40362",NA
"3473","SD","Cornbelt Educational Cooperative","65042",NA
"3474","OH","Gallia-Jackson-Vinton Joint Vocational School District","37095",NA
"3475","CA","Plumas County Office of Education","56611",NA
"3476","CA","San Benito County Office of Education","98941",NA
"3477","OH","Dayton Leadership Academies - Dayton View","65526",NA
"3478","CA","Merced City School District","146373",NA
"3479","CA","Lake County Office of Education","31685",NA
"3480","MT","Laurel Public School District No. 7 and 7-70","1035847",NA
"3481","NH","School Administrative Unit No. 16","35594",NA
"3482","PA","The School District of the City of Harrisburg","87524",NA
"3483","AR","Northcentral Arkansas Educational Service Cooperative","101680",NA
"3484","OH","Educational Service Center of Central Ohio","91095",NA
"3485","IN","North Montgomery Community School Corporation","45580",NA
"3486","IN","Clark-Pleasant Community School Corporation","171340",NA
"3487","IN","North Posey County Metropolitan School District","171341",NA
"3488","IN","Monroe-Gregg School District","48942",NA
"3489","MI","Redford Township District Library","281394",NA
"3490","NE","Educational Service Unit No. 7","43078",NA
"3491","OH","Coshocton County Career Center","82922",NA
"3492","OH","Zanesville Community High School","84831",NA
"3493","OH","Harrisburg Pike Community School","83288",NA
"3494","OK","Choctaw Nation Interlocal Cooperative School District Number 7-K002","148644",NA
"3495","OK","Kinta School District No. 1-13","291005",NA
"3496","CO","El Paso County School District #22","50906",NA
"3497","VA","School Board of the City of Norfolk","197659",NA
"3498","CA","San Luis Obispo County Office of Education","40360",NA
"3499","TN","Bells City School Board of Education","106570",NA
"3500","NJ","Gloucester Township School District","225136",NA
"3501","CA","Amador County Office of Education","31117",NA
"3502","OK","Tri-County Interlocal Co-Op, School District K001","46042",NA
"3503","PA","Delaware County Technical Schools","197364",NA
"3504","KS","A.N.W. Special Education Cooperative No. 603","33478",NA
"3505","WA","Olympic Educational Service District No. 114","39652",NA
"3506","LA","Vernon Parish School Board","171357",NA
"3507","IN","Carroll Consolidated School Corporation","172248",NA
"3508","OR","Coos County School District No. 41","85392",NA
"3509","IN","Franklin Township Community School Corporation","44660",NA
"3510","IN","Brown County Schools","43591",NA
"3511","IN","Greensburg Community Schools","44124",NA
"3512","OK","Lomega Independent School District No. 3","147278",NA
"3513","CA","Fresno County Superintendent of Schools","67306",NA
"3514","CA","Merced County Office of Education","31692",NA
"3515","CA","Tuolumne County Office of Education","45608",NA
"3516","CA","San Mateo County Office of Education","42663",NA
"3517","CO","Centennial Board of Cooperative Educational Services","45625",NA
"3518","IL","Mt. Vernon Township High School District No. 201","74312",NA
"3519","CO","Northeast Colorado Board of Cooperative Educational Services","32075",NA
